hardware,embedding_index,algorithm_index,probability,method
algiers,0,0,0.987100,bellman
algiers,1,0,0.985040,bellman
algiers,2,0,0.986760,bellman
algiers,3,0,0.000000,bellman
algiers,4,0,0.968970,bellman
algiers,5,0,0.984170,bellman
algiers,6,0,0.983850,bellman
algiers,7,0,0.000000,bellman
algiers,8,0,0.920370,bellman
algiers,9,0,0.981220,bellman
algiers,10,0,0.984510,bellman
algiers,11,0,0.937360,bellman
algiers,12,0,0.916760,bellman
algiers,13,0,0.000000,bellman
algiers,14,0,0.986110,bellman
algiers,15,0,0.982920,bellman
algiers,16,0,0.980370,bellman
algiers,17,0,0.000000,bellman
algiers,18,0,0.977940,bellman
algiers,19,0,0.988090,bellman
algiers,20,0,0.000000,bellman
algiers,21,0,0.199330,bellman
algiers,22,0,0.979000,bellman
algiers,23,0,0.951100,bellman
algiers,24,0,0.000000,bellman
algiers,25,0,0.069200,bellman
algiers,26,0,0.953700,bellman
algiers,27,0,0.953710,bellman
algiers,28,0,0.940860,bellman
algiers,29,0,0.947420,bellman
algiers,30,0,0.000000,bellman
algiers,31,0,0.982790,bellman
algiers,32,0,0.983190,bellman
algiers,33,0,0.000000,bellman
algiers,34,0,0.960420,bellman
algiers,35,0,0.988150,bellman
algiers,36,0,0.963590,bellman
almaden,0,0,0.971490,bellman
almaden,1,0,0.967260,bellman
almaden,2,0,0.964910,bellman
almaden,3,0,0.000000,bellman
almaden,4,0,0.000000,bellman
almaden,5,0,0.930560,bellman
almaden,6,0,0.964200,bellman
almaden,7,0,0.959460,bellman
almaden,8,0,0.000000,bellman
almaden,9,0,0.000000,bellman
almaden,10,0,0.959490,bellman
almaden,11,0,0.931920,bellman
almaden,12,0,0.000000,bellman
almaden,13,0,0.848570,bellman
almaden,14,0,0.909890,bellman
almaden,15,0,0.917480,bellman
almaden,16,0,0.942770,bellman
almaden,17,0,0.000000,bellman
almaden,18,0,0.000000,bellman
almaden,19,0,0.953370,bellman
almaden,20,0,0.966330,bellman
almaden,21,0,0.000000,bellman
almaden,22,0,0.905690,bellman
almaden,23,0,0.905300,bellman
almaden,24,0,0.962080,bellman
almaden,25,0,0.000000,bellman
almaden,26,0,0.000000,bellman
almaden,27,0,0.965800,bellman
almaden,28,0,0.965380,bellman
almaden,29,0,0.955940,bellman
almaden,30,0,0.000000,bellman
almaden,31,0,0.000000,bellman
almaden,32,0,0.957210,bellman
almaden,33,0,0.966140,bellman
almaden,34,0,0.959020,bellman
almaden,35,0,0.955050,bellman
athens,0,0,0.978890,bellman
athens,1,0,0.965270,bellman
athens,2,0,0.951820,bellman
auckland,0,0,0.980900,bellman
auckland,1,0,0.981150,bellman
auckland,2,0,0.983360,bellman
auckland,3,0,0.000000,bellman
auckland,4,0,0.974430,bellman
auckland,5,0,0.986170,bellman
auckland,6,0,0.983050,bellman
auckland,7,0,0.000000,bellman
