,hardware,embedding_index,horizon,probability_opt,perfect_opt,hardware_scenario,diff
1070,brooklyn,271,1,0.4978,0.49694,brooklyn_271,0.0008600000000000274
1073,brooklyn,272,1,0.49724,0.49643,brooklyn_272,0.0008100000000000329
1076,brooklyn,273,1,0.49724,0.49643,brooklyn_273,0.0008100000000000329
1079,brooklyn,276,1,0.49408,0.48873,brooklyn_276,0.005350000000000021
1082,brooklyn,277,1,0.49408,0.48873,brooklyn_277,0.005350000000000021
1085,burlington,0,1,0.49248,0.49168,burlington_0,0.0007999999999999674
1088,burlington,1,1,0.4968,0.49246,burlington_1,0.0043400000000000105
1091,burlington,2,1,0.4968,0.49168,burlington_2,0.005120000000000013
1094,cairo,4,1,0.49712,0.48956,cairo_4,0.007560000000000011
1097,cairo,6,1,0.49832,0.49734,cairo_6,0.0009799999999999809
1102,cairo,11,1,0.498,0.49769,cairo_11,0.00030999999999997696
1105,cairo,12,1,0.498,0.49769,cairo_12,0.00030999999999997696
1108,cairo,13,1,0.49856,0.49832,cairo_13,0.00024000000000001798
1111,cairo,14,1,0.49856,0.49832,cairo_14,0.00024000000000001798
1114,cairo,16,1,0.49736,0.49712,cairo_16,0.00024000000000001798
1117,cairo,17,1,0.49736,0.49712,cairo_17,0.00024000000000001798
1120,cairo,18,1,0.49748,0.4963,cairo_18,0.0011799999999999589
1123,cairo,19,1,0.49748,0.4963,cairo_19,0.0011799999999999589
1126,cairo,20,1,0.49776,0.49617,cairo_20,0.0015899999999999803
1129,cairo,21,1,0.49776,0.49617,cairo_21,0.0015899999999999803
1134,cambridge,10,1,0.4894,0.4883,cambridge_10,0.0010999999999999899
1135,cambridge,11,1,0.49312,0.4883,cambridge_11,0.004819999999999991
1138,cambridge,12,1,0.49312,0.49234,cambridge_12,0.0007800000000000029
1139,cambridge,14,1,0.49536,0.49332,cambridge_14,0.0020400000000000418
1142,cambridge,15,1,0.49536,0.49332,cambridge_15,0.0020400000000000418
1145,cambridge,16,1,0.49044,0.48941,cambridge_16,0.0010299999999999754
1148,cambridge,17,1,0.49044,0.48941,cambridge_17,0.0010299999999999754
1151,cambridge,19,1,0.49228,0.49213,cambridge_19,0.00014999999999998348
1154,cambridge,20,1,0.49228,0.23333,cambridge_20,0.25895
1157,cambridge,21,1,0.49252,0.23333,cambridge_21,0.25919000000000003
1160,cambridge,22,1,0.49252,0.48848,cambridge_22,0.004039999999999988
1163,cambridge,27,1,0.49536,0.48848,cambridge_27,0.006879999999999997
1166,cambridge,28,1,0.49536,0.49524,cambridge_28,0.00012000000000000899
1169,cambridge,30,1,0.49372,0.49065,cambridge_30,0.003070000000000017
1172,cambridge,31,1,0.49372,0.49065,cambridge_31,0.003070000000000017
1175,cambridge,32,1,0.49228,0.23333,cambridge_32,0.25895
1178,cambridge,33,1,0.49228,0.23333,cambridge_33,0.25895
1181,cambridge,36,1,0.48946,0.23333,cambridge_36,0.25612999999999997
1184,cambridge,37,1,0.48946,0.23333,cambridge_37,0.25612999999999997
1187,cambridge,38,1,0.48946,0.23333,cambridge_38,0.25612999999999997
1190,cambridge,39,1,0.47142,0.23333,cambridge_39,0.23809
1193,cambridge,40,1,0.47142,0.23333,cambridge_40,0.23809
1196,cambridge,41,1,0.47598,0.23333,cambridge_41,0.24265
1199,cambridge,48,1,0.49524,0.48508,cambridge_48,0.010160000000000002
1202,cambridge,49,1,0.49524,0.48508,cambridge_49,0.010160000000000002
1205,cambridge,50,1,0.49064,0.23333,cambridge_50,0.25731000000000004
1208,cambridge,51,1,0.49064,0.23333,cambridge_51,0.25731000000000004
1211,cambridge,58,1,0.49046,0.4883,cambridge_58,0.0021599999999999953
1214,cambridge,59,1,0.49046,0.4883,cambridge_59,0.0021599999999999953
1217,cambridge,64,1,0.49236,0.47402,cambridge_64,0.018340000000000023
1220,cambridge,65,1,0.49236,0.47402,cambridge_65,0.018340000000000023
1223,cambridge,66,1,0.4916,0.23333,cambridge_66,0.25827
1226,cambridge,67,1,0.4916,0.23333,cambridge_67,0.25827
1229,cambridge,72,1,0.49052,0.48945,cambridge_72,0.0010700000000000154
1232,cambridge,73,1,0.49052,0.48946,cambridge_73,0.0010600000000000054
1235,cambridge,82,1,0.49524,0.48764,cambridge_82,0.007599999999999996
1238,cambridge,83,1,0.49524,0.23333,cambridge_83,0.26191
1243,cambridge,86,1,0.48848,0.47143,cambridge_86,0.01705000000000001
1250,cambridge,92,1,0.49212,0.49043,cambridge_92,0.0016900000000000248
1253,cambridge,93,1,0.49212,0.23333,cambridge_93,0.25878999999999996
1256,cambridge,94,1,0.49236,0.49075,cambridge_94,0.0016100000000000003
1261,cambridge,97,1,0.49332,0.48941,cambridge_97,0.003909999999999969
1262,cambridge,98,1,0.49252,0.48941,cambridge_98,0.0031100000000000017
1267,cambridge,102,1,0.49212,0.47598,cambridge_102,0.016139999999999988
1270,cambridge,103,1,0.49212,0.49075,cambridge_103,0.0013699999999999823
1273,cambridge,106,1,0.49312,0.49159,cambridge_106,0.0015299999999999758
1276,cambridge,107,1,0.49312,0.49159,cambridge_107,0.0015299999999999758
1279,cambridge,108,1,0.49372,0.49051,cambridge_108,0.0032099999999999906
1282,cambridge,109,1,0.49372,0.49051,cambridge_109,0.0032099999999999906
1285,casablanca,1,1,0.4958,0.49389,casablanca_1,0.0019100000000000228
1288,casablanca,2,1,0.49564,0.49389,casablanca_2,0.0017500000000000293
1291,casablanca,3,1,0.49564,0.49459,casablanca_3,0.001050000000000051
1296,casablanca,5,1,0.49564,0.49459,casablanca_5,0.001050000000000051
1299,casablanca,7,1,0.49752,0.49579,casablanca_7,0.0017300000000000093
1300,casablanca,8,1,0.4958,0.49579,casablanca_8,1.0000000000010001e-05
1303,casablanca,9,1,0.4958,0.49564,casablanca_9,0.00015999999999999348
1304,casablanca,13,1,0.49752,0.49564,casablanca_13,0.0018799999999999928
1305,casablanca,15,1,0.49712,0.4971,casablanca_15,2.0000000000020002e-05
1310,essex,3,1,0.4906,0.49059,essex_3,9.99999999995449e-06
1313,essex,4,1,0.4906,0.49059,essex_4,9.99999999995449e-06
1316,essex,5,1,0.49628,0.49414,essex_5,0.0021399999999999753
1319,essex,6,1,0.49416,0.49059,essex_6,0.003569999999999962
1320,essex,7,1,0.49628,0.49059,essex_7,0.005689999999999973
1323,geneva,0,1,0.4988,0.4971,geneva_0,0.0017000000000000348
1326,geneva,1,1,0.4988,0.4971,geneva_1,0.0017000000000000348
1329,geneva,2,1,0.4978,0.49685,geneva_2,0.0009500000000000064
1332,geneva,3,1,0.4978,0.49685,geneva_3,0.0009500000000000064
1335,geneva,24,1,0.49844,0.49713,geneva_24,0.0013099999999999778
1338,geneva,25,1,0.49844,0.49713,geneva_25,0.0013099999999999778
1341,geneva,28,1,0.49732,0.49457,geneva_28,0.0027499999999999747
1344,geneva,29,1,0.49732,0.49457,geneva_29,0.0027499999999999747
1347,geneva,32,1,0.49732,0.46233,geneva_32,0.034989999999999966
1350,geneva,33,1,0.49732,0.46233,geneva_33,0.034989999999999966
1353,geneva,34,1,0.4984,0.49826,geneva_34,0.000140000000000029
1356,geneva,35,1,0.4984,0.49826,geneva_35,0.000140000000000029
1359,geneva,36,1,0.498,0.4965,geneva_36,0.0015000000000000013
1362,geneva,37,1,0.498,0.4965,geneva_37,0.0015000000000000013
1365,geneva,38,1,0.49864,0.23333,geneva_38,0.26531000000000005
1368,geneva,39,1,0.49864,0.23333,geneva_39,0.26531000000000005
1371,geneva,44,1,0.49644,0.49216,geneva_44,0.004280000000000006
1374,geneva,45,1,0.49644,0.48592,geneva_45,0.010519999999999974
1375,geneva,46,1,0.4966,0.48592,geneva_46,0.010679999999999967
1378,geneva,47,1,0.49492,0.49102,geneva_47,0.0039000000000000146
1381,geneva,48,1,0.49492,0.23333,geneva_48,0.26159
1384,geneva,49,1,0.49724,0.49659,geneva_49,0.0006500000000000394
1387,geneva,50,1,0.49724,0.49575,geneva_50,0.0014899999999999913
1390,geneva,53,1,0.4966,0.49492,geneva_53,0.0016799999999999593
1393,geneva,57,1,0.4978,0.49645,geneva_57,0.0013500000000000179
1396,geneva,58,1,0.4978,0.49645,geneva_58,0.0013500000000000179
1399,geneva,59,1,0.49652,0.49518,geneva_59,0.0013400000000000079
1402,geneva,60,1,0.49652,0.49575,geneva_60,0.0007699999999999929
1407,geneva,64,1,0.49824,0.498,geneva_64,0.00024000000000001798
1410,geneva,65,1,0.49824,0.498,geneva_65,0.00024000000000001798
1413,geneva,70,1,0.49864,0.48735,geneva_70,0.011290000000000022
1416,geneva,71,1,0.49864,0.48735,geneva_71,0.011290000000000022
1419,geneva,74,1,0.49828,0.49733,geneva_74,0.0009500000000000064
1422,geneva,75,1,0.49828,0.49733,geneva_75,0.0009500000000000064
1425,geneva,76,1,0.49864,0.49861,geneva_76,3.0000000000030003e-05
1428,geneva,77,1,0.49864,0.49861,geneva_77,3.0000000000030003e-05
1431,geneva,80,1,0.49692,0.49685,geneva_80,6.999999999995898e-05
1434,geneva,81,1,0.49692,0.49685,geneva_81,6.999999999995898e-05
1437,geneva,82,1,0.49828,0.49819,geneva_82,8.999999999997899e-05
1440,geneva,83,1,0.49828,0.49819,geneva_83,8.999999999997899e-05
1443,geneva,84,1,0.4988,0.49684,geneva_84,0.0019600000000000173
1446,geneva,85,1,0.4988,0.49684,geneva_85,0.0019600000000000173
1449,geneva,86,1,0.49844,0.49741,geneva_86,0.0010299999999999754
1452,geneva,87,1,0.49844,0.49741,geneva_87,0.0010299999999999754
1455,geneva,88,1,0.49692,0.48735,geneva_88,0.009569999999999967
1458,geneva,89,1,0.49692,0.48735,geneva_89,0.009569999999999967
1461,geneva,90,1,0.49684,0.49645,geneva_90,0.00039000000000000146
1464,geneva,91,1,0.49684,0.49645,geneva_91,0.00039000000000000146
1467,geneva,92,1,0.4984,0.49741,geneva_92,0.0009899999999999909
1470,geneva,93,1,0.4984,0.49741,geneva_93,0.0009899999999999909
1473,geneva,94,1,0.4982,0.49723,geneva_94,0.0009699999999999709
1476,geneva,95,1,0.4982,0.49723,geneva_95,0.0009699999999999709
1479,geneva,96,1,0.4986,0.49022,geneva_96,0.008379999999999999
1482,geneva,97,1,0.4986,0.49022,geneva_97,0.008379999999999999
1487,guadalupe,5,1,0.4976,0.49545,guadalupe_5,0.0021499999999999853
1490,guadalupe,6,1,0.4976,0.49545,guadalupe_6,0.0021499999999999853
1493,guadalupe,7,1,0.4974,0.49573,guadalupe_7,0.0016700000000000048
1494,guadalupe,8,1,0.49676,0.49573,guadalupe_8,0.0010299999999999754
1497,guadalupe,9,1,0.49676,0.49647,guadalupe_9,0.00028999999999995696
1500,guadalupe,12,1,0.49756,0.49597,guadalupe_12,0.0015899999999999803
1503,guadalupe,14,1,0.4976,0.49756,guadalupe_14,3.999999999998449e-05
1506,guadalupe,15,1,0.4976,0.49603,guadalupe_15,0.0015699999999999603
1509,guadalupe,17,1,0.49596,0.49573,guadalupe_17,0.00023000000000000798
1512,guadalupe,22,1,0.49776,0.49768,guadalupe_22,7.999999999996898e-05
1515,guadalupe,23,1,0.49776,0.49768,guadalupe_23,7.999999999996898e-05
1518,guadalupe,27,1,0.49704,0.49576,guadalupe_27,0.0012800000000000034
1521,guadalupe,29,1,0.49692,0.49576,guadalupe_29,0.0011599999999999944
1524,guadalupe,32,1,0.49768,0.49337,guadalupe_32,0.004310000000000036
1527,guadalupe,33,1,0.49768,0.49337,guadalupe_33,0.004310000000000036
1530,guadalupe,34,1,0.49776,0.49495,guadalupe_34,0.002809999999999979
1533,guadalupe,35,1,0.49776,0.49495,guadalupe_35,0.002809999999999979
1536,guadalupe,36,1,0.49572,0.49545,guadalupe_36,0.00026999999999999247
1539,guadalupe,37,1,0.49572,0.49545,guadalupe_37,0.00026999999999999247
1544,guadalupe,40,1,0.49756,0.49597,guadalupe_40,0.0015899999999999803
1545,guadalupe,41,1,0.49604,0.49597,guadalupe_41,6.999999999995898e-05
1550,guadalupe,44,1,0.49648,0.49495,guadalupe_44,0.0015299999999999758
1551,guadalupe,45,1,0.49596,0.49495,guadalupe_45,0.0010100000000000109
1556,guadalupe,48,1,0.49544,0.49337,guadalupe_48,0.0020700000000000163
1557,guadalupe,49,1,0.49572,0.49337,guadalupe_49,0.0023500000000000187
1562,guadalupe,53,1,0.4974,0.49693,guadalupe_53,0.00047000000000002595
1563,guadalupe,54,1,0.49768,0.49647,guadalupe_54,0.0012099999999999889
1566,guadalupe,55,1,0.49768,0.49647,guadalupe_55,0.0012099999999999889
1569,hanoi,6,1,0.49788,0.49662,hanoi_6,0.0012599999999999834
1572,hanoi,7,1,0.49788,0.49662,hanoi_7,0.0012599999999999834
1577,hanoi,10,1,0.498,0.49594,hanoi_10,0.0020600000000000063
1578,hanoi,11,1,0.498,0.49594,hanoi_11,0.0020600000000000063
1583,hanoi,14,1,0.49484,0.23333,hanoi_14,0.26151
1586,hanoi,15,1,0.49772,0.23333,hanoi_15,0.26439
1589,hanoi,16,1,0.49772,0.49699,hanoi_16,0.0007300000000000084
1590,hanoi,17,1,0.4986,0.49699,hanoi_17,0.0016100000000000003
1593,hanoi,18,1,0.4986,0.49823,hanoi_18,0.00036999999999998145
1594,hanoi,19,1,0.49864,0.49823,hanoi_19,0.00041000000000002146
1597,hanoi,20,1,0.49864,0.49812,hanoi_20,0.0005200000000000204
1604,hanoi,26,1,0.49832,0.49823,hanoi_26,8.999999999997899e-05
1611,hanoi,32,1,0.49832,0.4963,hanoi_32,0.0020199999999999663
1616,hanoi,36,1,0.49816,0.49763,hanoi_36,0.0005299999999999749
1617,hanoi,37,1,0.49856,0.49763,hanoi_37,0.0009299999999999864
1620,hanoi,38,1,0.49856,0.49852,hanoi_38,3.999999999998449e-05
1623,hanoi,43,1,0.49852,0.49426,hanoi_43,0.0042600000000000415
1626,hanoi,44,1,0.49852,0.49426,hanoi_44,0.0042600000000000415
1629,hanoi,45,1,0.49744,0.4963,hanoi_45,0.0011399999999999744
1632,hanoi,46,1,0.49788,0.4963,hanoi_46,0.0015799999999999703
1635,hanoi,47,1,0.49788,0.49252,hanoi_47,0.005359999999999976
1636,hanoi,49,1,0.49612,0.49426,hanoi_49,0.0018600000000000283
1639,hanoi,50,1,0.49612,0.49426,hanoi_50,0.0018600000000000283
1642,hanoi,57,1,0.49632,0.23333,hanoi_57,0.26298999999999995
1645,hanoi,58,1,0.49632,0.49612,hanoi_58,0.00019999999999997797
1648,hanoi,62,1,0.49572,0.49252,hanoi_62,0.0031999999999999806
1649,hanoi,63,1,0.49764,0.49252,hanoi_63,0.005120000000000013
1652,hanoi,64,1,0.49764,0.49733,hanoi_64,0.00031000000000003247
1655,hanoi,67,1,0.49852,0.49594,hanoi_67,0.0025800000000000267
1656,hanoi,68,1,0.49852,0.49594,hanoi_68,0.0025800000000000267
1659,hanoi,69,1,0.49852,0.49817,hanoi_69,0.00035000000000001696
1662,hanoi,72,1,0.49872,0.49855,hanoi_72,0.00017000000000000348
1665,hanoi,73,1,0.49872,0.4979,hanoi_73,0.0008199999999999874
1666,hanoi,74,1,0.49852,0.4979,hanoi_74,0.0006200000000000094
1669,hanoi,75,1,0.49852,0.49485,hanoi_75,0.0036700000000000066
1670,hanoi,76,1,0.49632,0.49485,hanoi_76,0.0014699999999999713
1675,hanoi,80,1,0.49856,0.4983,hanoi_80,0.00025999999999998247
1678,hanoi,81,1,0.49856,0.49662,hanoi_81,0.0019399999999999973
1679,hanoi,82,1,0.49872,0.49662,hanoi_82,0.0020999999999999908
1682,hanoi,83,1,0.49872,0.4983,hanoi_83,0.00041999999999997595
1685,hanoi,86,1,0.49824,0.49773,hanoi_86,0.0005100000000000104
1692,hanoi,91,1,0.49828,0.49799,hanoi_91,0.00029000000000001247
1693,hanoi,94,1,0.49864,0.49485,hanoi_94,0.0037900000000000156
1696,hanoi,95,1,0.49864,0.49743,hanoi_95,0.0012100000000000444
1697,hanoi,98,1,0.4986,0.49612,hanoi_98,0.0024799999999999822
1700,hanoi,99,1,0.4986,0.49612,hanoi_99,0.0024799999999999822
1703,hanoi,104,1,0.49816,0.49572,hanoi_104,0.0024399999999999977
1706,hanoi,105,1,0.49816,0.49572,hanoi_105,0.0024399999999999977
1709,jakarta,2,1,0.49796,0.49703,jakarta_2,0.0009299999999999864
1714,jakarta,5,1,0.49696,0.49624,jakarta_5,0.0007199999999999984
1717,jakarta,6,1,0.4978,0.49697,jakarta_6,0.0008299999999999974
1720,jakarta,8,1,0.49704,0.49624,jakarta_8,0.0007999999999999674
1723,jakarta,9,1,0.49704,0.49697,jakarta_9,6.999999999995898e-05
1724,jakarta,12,1,0.49696,0.49553,jakarta_12,0.0014299999999999868
1725,jakarta,14,1,0.49704,0.49553,jakarta_14,0.0015099999999999558
1730,johannesburg,2,1,0.49376,0.4913,johannesburg_2,0.0024599999999999622
1733,johannesburg,3,1,0.49376,0.4913,johannesburg_3,0.0024599999999999622
1736,johannesburg,4,1,0.49388,0.48768,johannesburg_4,0.006199999999999983
1739,johannesburg,5,1,0.49388,0.48768,johannesburg_5,0.006199999999999983
1742,johannesburg,6,1,0.49116,0.49038,johannesburg_6,0.0007800000000000029
1745,johannesburg,7,1,0.49116,0.49038,johannesburg_7,0.0007800000000000029
1748,johannesburg,8,1,0.49324,0.49038,johannesburg_8,0.002860000000000029
1751,johannesburg,9,1,0.49324,0.49038,johannesburg_9,0.002860000000000029
1754,johannesburg,12,1,0.49224,0.4913,johannesburg_12,0.0009399999999999964
1759,johannesburg,15,1,0.4912,0.48768,johannesburg_15,0.003520000000000023
1762,johannesburg,18,1,0.49444,0.49156,johannesburg_18,0.0028799999999999937
1765,johannesburg,19,1,0.49444,0.49156,johannesburg_19,0.0028799999999999937
1768,johannesburg,20,1,0.4926,0.48931,johannesburg_20,0.0032899999999999596
1771,johannesburg,21,1,0.49224,0.48931,johannesburg_21,0.002929999999999988
1774,johannesburg,24,1,0.4926,0.48039,johannesburg_24,0.012209999999999999
1777,johannesburg,25,1,0.48682,0.48039,johannesburg_25,0.006429999999999991
1780,johannesburg,26,1,0.48682,0.48612,johannesburg_26,0.0006999999999999784
1787,johannesburg,30,1,0.49324,0.49044,johannesburg_30,0.0028000000000000247
1790,johannesburg,33,1,0.49388,0.49156,johannesburg_33,0.0023199999999999887
1793,johannesburg,34,1,0.49388,0.48612,johannesburg_34,0.007759999999999989
1796,johannesburg,35,1,0.49008,0.48512,johannesburg_35,0.00496000000000002
1799,johannesburg,36,1,0.49008,0.48512,johannesburg_36,0.00496000000000002
1802,johannesburg,37,1,0.49316,0.49047,johannesburg_37,0.00268999999999997
1805,johannesburg,38,1,0.49316,0.49047,johannesburg_38,0.00268999999999997
1808,johannesburg,45,1,0.49048,0.48931,johannesburg_45,0.0011700000000000044
1811,johannesburg,46,1,0.49048,0.48931,johannesburg_46,0.0011700000000000044
1814,johannesburg,50,1,0.49376,0.49007,johannesburg_50,0.003689999999999971
1817,johannesburg,51,1,0.49046,0.48682,johannesburg_51,0.003640000000000032
1820,johannesburg,52,1,0.49046,0.48682,johannesburg_52,0.003640000000000032
1823,johannesburg,53,1,0.48614,0.48039,johannesburg_53,0.005750000000000033
1824,johannesburg,54,1,0.49376,0.48039,johannesburg_54,0.013369999999999993
1827,johannesburg,56,1,0.49444,0.49323,johannesburg_56,0.0012099999999999889
1830,johannesburg,57,1,0.49444,0.49007,johannesburg_57,0.004369999999999985
1833,johannesburg,60,1,0.49376,0.49261,johannesburg_60,0.0011499999999999844
1836,johannesburg,61,1,0.49376,0.49225,johannesburg_61,0.0015099999999999558
1837,johannesburg,62,1,0.49156,0.49119,johannesburg_62,0.00036999999999998145
1840,johannesburg,63,1,0.49156,0.49116,johannesburg_63,0.00040000000000001146
1845,johannesburg,68,1,0.48768,0.48512,johannesburg_68,0.0025600000000000067
1848,johannesburg,69,1,0.48768,0.48512,johannesburg_69,0.0025600000000000067
1851,johannesburg,72,1,0.49316,0.49047,johannesburg_72,0.00268999999999997
1854,johannesburg,73,1,0.49316,0.49047,johannesburg_73,0.00268999999999997
1863,kolkata,2,1,0.4976,0.49682,kolkata_2,0.0007800000000000029
1866,kolkata,3,1,0.4976,0.49682,kolkata_3,0.0007800000000000029
1869,kolkata,4,1,0.49684,0.49643,kolkata_4,0.00041000000000002146
1870,kolkata,5,1,0.4982,0.49643,kolkata_5,0.0017699999999999938
1873,kolkata,6,1,0.4982,0.49816,kolkata_6,3.999999999998449e-05
1874,kolkata,7,1,0.4982,0.49816,kolkata_7,3.999999999998449e-05
1879,kolkata,10,1,0.4982,0.49745,kolkata_10,0.0007499999999999729
1880,kolkata,11,1,0.49812,0.49745,kolkata_11,0.0006700000000000039
1883,kolkata,16,1,0.49832,0.49753,kolkata_16,0.0007900000000000129
1886,kolkata,17,1,0.49832,0.49753,kolkata_17,0.0007900000000000129
1889,kolkata,20,1,0.49744,0.48851,kolkata_20,0.008929999999999993
1892,kolkata,21,1,0.49744,0.4973,kolkata_21,0.00013999999999997348
1893,kolkata,22,1,0.4978,0.4973,kolkata_22,0.0005000000000000004
1896,kolkata,23,1,0.49684,0.49626,kolkata_23,0.0005800000000000249
1897,kolkata,24,1,0.49812,0.49626,kolkata_24,0.0018600000000000283
1902,kolkata,27,1,0.49744,0.49626,kolkata_27,0.0011800000000000144
1903,kolkata,28,1,0.49752,0.49626,kolkata_28,0.0012600000000000389
1914,kolkata,37,1,0.49708,0.49697,kolkata_37,0.00010999999999999899
1915,kolkata,38,1,0.49708,0.49697,kolkata_38,0.00010999999999999899
1918,kolkata,39,1,0.49708,0.47907,kolkata_39,0.018010000000000026
1919,kolkata,46,1,0.4976,0.49556,kolkata_46,0.0020399999999999863
1922,kolkata,47,1,0.4976,0.49556,kolkata_47,0.0020399999999999863
1925,kolkata,50,1,0.4982,0.49599,kolkata_50,0.0022099999999999898
1928,kolkata,51,1,0.4982,0.49599,kolkata_51,0.0022099999999999898
1931,kolkata,52,1,0.496,0.49462,kolkata_52,0.0013799999999999923
1934,kolkata,53,1,0.496,0.49462,kolkata_53,0.0013799999999999923
1937,kolkata,54,1,0.49792,0.49599,kolkata_54,0.0019299999999999873
1940,kolkata,55,1,0.49792,0.49599,kolkata_55,0.0019299999999999873
1943,kolkata,59,1,0.49824,0.49761,kolkata_59,0.0006300000000000194
1946,kolkata,60,1,0.49824,0.49708,kolkata_60,0.0011599999999999944
1947,kolkata,61,1,0.4982,0.49708,kolkata_61,0.0011199999999999544
1952,kolkata,64,1,0.49696,0.49556,kolkata_64,0.0014000000000000123
1953,kolkata,65,1,0.49764,0.49556,kolkata_65,0.0020800000000000263
1956,kolkata,66,1,0.49764,0.49462,kolkata_66,0.0030200000000000227
1957,kolkata,67,1,0.49824,0.49462,kolkata_67,0.003620000000000012
1960,kolkata,68,1,0.49824,0.49708,kolkata_68,0.0011599999999999944
1963,kolkata,71,1,0.49764,0.49745,kolkata_71,0.00019000000000002348
1966,kolkata,72,1,0.49764,0.49752,kolkata_72,0.00012000000000000899
1967,kolkata,73,1,0.49792,0.49752,kolkata_73,0.00039999999999995595
1970,kolkata,74,1,0.49792,0.4973,kolkata_74,0.0006199999999999539
1971,kolkata,75,1,0.49832,0.4973,kolkata_75,0.0010199999999999654
1974,kolkata,76,1,0.49832,0.49686,kolkata_76,0.0014599999999999613
1983,kolkata,82,1,0.49752,0.49743,kolkata_82,9.00000000000345e-05
1984,kolkata,83,1,0.49832,0.49743,kolkata_83,0.0008900000000000019
1987,kolkata,84,1,0.49832,0.49682,kolkata_84,0.0015000000000000013
1990,kolkata,86,1,0.49744,0.49643,kolkata_86,0.0010100000000000109
1993,kolkata,87,1,0.49744,0.49643,kolkata_87,0.0010100000000000109
1996,kolkata,90,1,0.49832,0.49822,kolkata_90,9.999999999998899e-05
1999,kolkata,91,1,0.49832,0.49822,kolkata_91,9.999999999998899e-05
2008,kolkata,97,1,0.49816,0.49761,kolkata_97,0.0005499999999999949
2011,kolkata,100,1,0.49752,0.48851,kolkata_100,0.009010000000000018
2014,kolkata,101,1,0.49752,0.47907,kolkata_101,0.018450000000000022
2015,lagos,1,1,0.49724,0.49326,lagos_1,0.003980000000000039
2018,lagos,2,1,0.49724,0.49688,lagos_2,0.00036000000000002697
2021,lagos,5,1,0.49724,0.49688,lagos_5,0.00036000000000002697
2024,lagos,6,1,0.49724,0.49658,lagos_6,0.0006599999999999939
2025,lagos,7,1,0.49644,0.49642,lagos_7,2.0000000000020002e-05
2028,lagos,9,1,0.4966,0.49642,lagos_9,0.00018000000000001348
2031,lagos,10,1,0.49688,0.49034,lagos_10,0.00653999999999999
2036,lagos,13,1,0.49644,0.49034,lagos_13,0.006099999999999994
2039,lagos,16,1,0.49328,0.49326,lagos_16,2.0000000000020002e-05
2042,lagos,17,1,0.49328,0.49326,lagos_17,2.0000000000020002e-05
2047,lima,4,1,0.49724,0.49722,lima_4,2.0000000000020002e-05
2050,lima,6,1,0.498,0.49673,lima_6,0.0012699999999999934
2053,lima,9,1,0.49724,0.49673,lima_9,0.0005100000000000104
2056,lima,10,1,0.49724,0.49319,lima_10,0.004049999999999998
2057,lima,11,1,0.498,0.49319,lima_11,0.004809999999999981
2058,london,3,1,0.4972,0.49716,london_3,3.999999999998449e-05
2061,london,5,1,0.49716,0.49558,london_5,0.0015799999999999703
2064,london,7,1,0.4956,0.49299,london_7,0.002610000000000001
2067,london,8,1,0.49716,0.49558,london_8,0.0015799999999999703
2070,london,9,1,0.49716,0.49299,london_9,0.004170000000000007
2073,melbourne,3,1,0.48568,0.48565,melbourne_3,2.999999999997449e-05
2075,melbourne,4,1,0.48568,0.48565,melbourne_4,2.999999999997449e-05
2078,melbourne,5,1,0.49134,0.49031,melbourne_5,0.0010299999999999754
2081,melbourne,6,1,0.49134,0.49031,melbourne_6,0.0010299999999999754
2084,melbourne,11,1,0.49404,0.49067,melbourne_11,0.003369999999999984
2087,melbourne,12,1,0.49404,0.49067,melbourne_12,0.003369999999999984
2090,melbourne,15,1,0.49384,0.49031,melbourne_15,0.0035299999999999776
2091,melbourne,16,1,0.49168,0.49031,melbourne_16,0.0013699999999999823
2094,melbourne,17,1,0.4886,0.48147,melbourne_17,0.00712999999999997
2097,melbourne,18,1,0.4886,0.48147,melbourne_18,0.00712999999999997
2100,melbourne,19,1,0.49296,0.4895,melbourne_19,0.0034600000000000186
2103,melbourne,20,1,0.49296,0.4895,melbourne_20,0.0034600000000000186
2106,melbourne,21,1,0.49404,0.49083,melbourne_21,0.0032099999999999906
2109,melbourne,22,1,0.49404,0.49083,melbourne_22,0.0032099999999999906
2112,melbourne,23,1,0.4851,0.48506,melbourne_23,3.999999999998449e-05
2115,melbourne,24,1,0.4851,0.48506,melbourne_24,3.999999999998449e-05
2118,melbourne,27,1,0.49296,0.48281,melbourne_27,0.010149999999999992
2121,melbourne,28,1,0.49296,0.48819,melbourne_28,0.0047699999999999965
2122,melbourne,29,1,0.48822,0.48819,melbourne_29,2.999999999997449e-05
2125,melbourne,31,1,0.49118,0.49067,melbourne_31,0.0005100000000000104
2128,melbourne,32,1,0.49118,0.49067,melbourne_32,0.0005100000000000104
2131,melbourne,35,1,0.48282,0.48281,melbourne_35,1.0000000000010001e-05
2133,melbourne,36,1,0.48982,0.4898,melbourne_36,1.999999999996449e-05
2135,melbourne,37,1,0.4898,0.48819,melbourne_37,0.0016100000000000003
2138,melbourne,38,1,0.49068,0.48819,melbourne_38,0.0024899999999999922
2143,melbourne,41,1,0.49116,0.49033,melbourne_41,0.0008299999999999974
2144,melbourne,42,1,0.49086,0.49033,melbourne_42,0.0005300000000000304
2147,melbourne,43,1,0.49086,0.48506,melbourne_43,0.005800000000000027
2150,melbourne,49,1,0.49084,0.4886,melbourne_49,0.0022400000000000198
2153,melbourne,50,1,0.49084,0.4886,melbourne_50,0.0022400000000000198
