,hardware,embedding_index,horizon,probability_opt,perfect_opt,hardware_scenario,diff
2156,melbourne,53,1,0.49508,0.49405,melbourne_53,0.0010300000000000309
2159,melbourne,54,1,0.49508,0.49405,melbourne_54,0.0010300000000000309
2164,melbourne,57,1,0.48148,0.48147,melbourne_57,1.0000000000010001e-05
2167,melbourne,58,1,0.48148,0.48147,melbourne_58,1.0000000000010001e-05
2170,melbourne,63,1,0.48952,0.48565,melbourne_63,0.0038699999999999846
2173,melbourne,64,1,0.48952,0.48565,melbourne_64,0.0038699999999999846
2176,melbourne,67,1,0.49384,0.48538,melbourne_67,0.008460000000000023
2177,melbourne,68,1,0.49508,0.48538,melbourne_68,0.009700000000000042
2180,melbourne,69,1,0.49508,0.49169,melbourne_69,0.003390000000000004
2183,melbourne,70,1,0.48566,0.48538,melbourne_70,0.00028000000000000247
2186,melbourne,71,1,0.48566,0.48538,melbourne_71,0.00028000000000000247
2189,manhattan,0,1,0.49236,0.23333,manhattan_0,0.25903
2192,manhattan,1,1,0.49236,0.23333,manhattan_1,0.25903
2195,manhattan,4,1,0.4964,0.49283,manhattan_4,0.0035700000000000176
2198,manhattan,5,1,0.4964,0.49283,manhattan_5,0.0035700000000000176
2201,manhattan,6,1,0.4956,0.23333,manhattan_6,0.26227
2204,manhattan,7,1,0.4956,0.23333,manhattan_7,0.26227
2207,manhattan,8,1,0.49704,0.23333,manhattan_8,0.26371
2210,manhattan,9,1,0.49704,0.23333,manhattan_9,0.26371
2213,manhattan,10,1,0.49372,0.23333,manhattan_10,0.26039
2216,manhattan,11,1,0.49372,0.23333,manhattan_11,0.26039
2223,manhattan,20,1,0.49544,0.49342,manhattan_20,0.0020199999999999663
2226,manhattan,21,1,0.49544,0.49342,manhattan_21,0.0020199999999999663
2229,manhattan,22,1,0.4968,0.4956,manhattan_22,0.0012000000000000344
2232,manhattan,23,1,0.4968,0.4956,manhattan_23,0.0012000000000000344
2235,manhattan,24,1,0.49552,0.49474,manhattan_24,0.0007800000000000029
2238,manhattan,25,1,0.49552,0.49474,manhattan_25,0.0007800000000000029
2241,manhattan,32,1,0.48974,0.23333,manhattan_32,0.25641
2244,manhattan,33,1,0.48974,0.23333,manhattan_33,0.25641
2247,manhattan,36,1,0.49572,0.23333,manhattan_36,0.26239
2250,manhattan,37,1,0.49372,0.23333,manhattan_37,0.26039
2253,manhattan,38,1,0.49372,0.23333,manhattan_38,0.26039
2260,manhattan,45,1,0.49236,0.48307,manhattan_45,0.00929000000000002
2263,manhattan,46,1,0.49236,0.23333,manhattan_46,0.25903
2266,manhattan,47,1,0.49544,0.23333,manhattan_47,0.26210999999999995
2273,manhattan,55,1,0.49716,0.49704,manhattan_55,0.00012000000000000899
2276,manhattan,56,1,0.49716,0.49664,manhattan_56,0.0005199999999999649
2278,manhattan,69,1,0.4952,0.23333,manhattan_69,0.26186999999999994
2281,manhattan,79,1,0.49284,0.49233,manhattan_79,0.0005100000000000104
2284,manhattan,80,1,0.49284,0.23333,manhattan_80,0.25951
2287,manhattan,81,1,0.49552,0.23333,manhattan_81,0.26219000000000003
2292,manhattan,87,1,0.49504,0.23333,manhattan_87,0.26171
2297,manhattan,90,1,0.495,0.49318,manhattan_90,0.0018199999999999883
2298,manhattan,93,1,0.49456,0.49233,manhattan_93,0.0022300000000000098
2301,manhattan,94,1,0.49456,0.49358,manhattan_94,0.0009799999999999809
2302,manhattan,95,1,0.4964,0.49358,manhattan_95,0.002819999999999989
2305,manhattan,96,1,0.4964,0.23333,manhattan_96,0.26307
2308,manhattan,97,1,0.49376,0.23333,manhattan_97,0.26042999999999994
2311,manhattan,98,1,0.49376,0.49266,manhattan_98,0.0010999999999999899
2312,manhattan,99,1,0.49456,0.49266,manhattan_99,0.0019000000000000128
2315,manhattan,100,1,0.49456,0.49318,manhattan_100,0.0013799999999999923
2316,manhattan,101,1,0.49524,0.49318,manhattan_101,0.0020600000000000063
2319,manhattan,102,1,0.49524,0.49266,manhattan_102,0.0025800000000000267
2320,manhattan,103,1,0.49376,0.49266,manhattan_103,0.0010999999999999899
2323,manhattan,104,1,0.49376,0.23333,manhattan_104,0.26042999999999994
2326,manhattan,105,1,0.49508,0.23333,manhattan_105,0.26175000000000004
2329,manhattan,109,1,0.49524,0.23333,manhattan_109,0.26191
2332,manhattan,110,1,0.49524,0.23333,manhattan_110,0.26191
2335,manhattan,111,1,0.49596,0.23333,manhattan_111,0.26263000000000003
2338,manhattan,112,1,0.49596,0.49539,manhattan_112,0.0005700000000000149
2339,manhattan,113,1,0.49552,0.49539,manhattan_113,0.000130000000000019
2342,manhattan,114,1,0.49552,0.49237,manhattan_114,0.0031500000000000417
2345,manhattan,126,1,0.49556,0.49521,manhattan_126,0.00035000000000001696
2348,manhattan,127,1,0.49556,0.49521,manhattan_127,0.00035000000000001696
2351,manhattan,128,1,0.49632,0.23333,manhattan_128,0.26298999999999995
2354,manhattan,129,1,0.49632,0.23333,manhattan_129,0.26298999999999995
2357,manhattan,130,1,0.49548,0.49521,manhattan_130,0.00026999999999999247
2360,manhattan,131,1,0.49548,0.49521,manhattan_131,0.00026999999999999247
2363,manhattan,134,1,0.49752,0.49358,manhattan_134,0.003939999999999999
2366,manhattan,135,1,0.49752,0.49358,manhattan_135,0.003939999999999999
2369,manhattan,136,1,0.49632,0.49626,manhattan_136,6.0000000000004494e-05
2372,manhattan,137,1,0.49632,0.49626,manhattan_137,6.0000000000004494e-05
2375,manhattan,142,1,0.49752,0.49633,manhattan_142,0.0011900000000000244
2378,manhattan,143,1,0.49752,0.49633,manhattan_143,0.0011900000000000244
2381,manhattan,146,1,0.49624,0.49548,manhattan_146,0.0007600000000000384
2384,manhattan,147,1,0.49624,0.49548,manhattan_147,0.0007600000000000384
2387,manhattan,148,1,0.49616,0.49594,manhattan_148,0.00021999999999999797
2390,manhattan,149,1,0.49616,0.49594,manhattan_149,0.00021999999999999797
2395,manhattan,156,1,0.49616,0.49554,manhattan_156,0.0006200000000000094
2398,manhattan,157,1,0.49616,0.49554,manhattan_157,0.0006200000000000094
2401,manhattan,158,1,0.49552,0.23333,manhattan_158,0.26219000000000003
2404,manhattan,159,1,0.49552,0.23333,manhattan_159,0.26219000000000003
2407,manhattan,160,1,0.49696,0.23333,manhattan_160,0.26363000000000003
2410,manhattan,161,1,0.49696,0.23333,manhattan_161,0.26363000000000003
2413,manhattan,162,1,0.4954,0.23333,manhattan_162,0.26207
2418,manhattan,166,1,0.49564,0.49552,manhattan_166,0.00012000000000000899
2421,manhattan,167,1,0.49564,0.23333,manhattan_167,0.26231000000000004
2432,manhattan,181,1,0.49264,0.23333,manhattan_181,0.25931000000000004
2435,manhattan,182,1,0.49232,0.23333,manhattan_182,0.25898999999999994
2440,manhattan,186,1,0.4968,0.49638,manhattan_186,0.00042000000000003146
2443,manhattan,187,1,0.4968,0.49502,manhattan_187,0.0017800000000000038
2448,manhattan,196,1,0.49596,0.23333,manhattan_196,0.26263000000000003
2451,manhattan,197,1,0.49596,0.23333,manhattan_197,0.26263000000000003
2454,manhattan,198,1,0.49596,0.23333,manhattan_198,0.26263000000000003
2457,manhattan,199,1,0.49596,0.49283,manhattan_199,0.0031300000000000217
2458,manhattan,200,1,0.49552,0.49283,manhattan_200,0.0026900000000000257
2461,manhattan,201,1,0.49552,0.49508,manhattan_201,0.00043999999999999595
2464,manhattan,203,1,0.49232,0.23333,manhattan_203,0.25898999999999994
2467,manhattan,204,1,0.4962,0.23333,manhattan_204,0.26286999999999994
2470,manhattan,205,1,0.4962,0.23333,manhattan_205,0.26286999999999994
2473,manhattan,206,1,0.49564,0.49539,manhattan_206,0.000250000000000028
2476,manhattan,207,1,0.49564,0.49539,manhattan_207,0.000250000000000028
2479,manhattan,208,1,0.496,0.23333,manhattan_208,0.26266999999999996
2482,manhattan,209,1,0.496,0.49521,manhattan_209,0.0007900000000000129
2487,manhattan,214,1,0.49616,0.4937,manhattan_214,0.0024599999999999622
2490,manhattan,215,1,0.49616,0.4937,manhattan_215,0.0024599999999999622
2493,manhattan,216,1,0.496,0.23333,manhattan_216,0.26266999999999996
2496,manhattan,217,1,0.496,0.23333,manhattan_217,0.26266999999999996
2499,manhattan,218,1,0.49664,0.23333,manhattan_218,0.26331000000000004
2502,manhattan,219,1,0.49664,0.49521,manhattan_219,0.0014300000000000423
2505,manhattan,220,1,0.49616,0.4957,manhattan_220,0.00046000000000001595
2508,manhattan,221,1,0.49616,0.49562,manhattan_221,0.0005399999999999849
2509,manhattan,222,1,0.49716,0.49562,manhattan_222,0.0015399999999999858
2512,manhattan,223,1,0.49716,0.49234,manhattan_223,0.004819999999999991
2513,manhattan,224,1,0.49704,0.49234,manhattan_224,0.004699999999999982
2518,manhattan,227,1,0.49604,0.49544,manhattan_227,0.0005999999999999894
2519,manhattan,228,1,0.49664,0.49544,manhattan_228,0.0012000000000000344
2522,manhattan,229,1,0.49664,0.23333,manhattan_229,0.26331000000000004
2525,manhattan,230,1,0.48308,0.23333,manhattan_230,0.24975
2528,manhattan,231,1,0.48308,0.23333,manhattan_231,0.24975
2533,manhattan,236,1,0.49604,0.23333,manhattan_236,0.26271
2536,manhattan,237,1,0.49604,0.4926,manhattan_237,0.0034399999999999986
2537,manhattan,238,1,0.4962,0.4926,manhattan_238,0.003599999999999992
2540,manhattan,239,1,0.4962,0.4957,manhattan_239,0.0005000000000000004
2543,manhattan,240,1,0.495,0.49373,manhattan_240,0.0012699999999999934
2546,manhattan,241,1,0.495,0.49373,manhattan_241,0.0012699999999999934
2549,manhattan,244,1,0.49344,0.4887,manhattan_244,0.0047399999999999665
2552,manhattan,245,1,0.49344,0.4887,manhattan_245,0.0047399999999999665
2557,manhattan,248,1,0.4956,0.23333,manhattan_248,0.26227
2560,manhattan,249,1,0.4956,0.23333,manhattan_249,0.26227
2563,manhattan,252,1,0.4956,0.48306,manhattan_252,0.012539999999999996
2566,manhattan,253,1,0.4956,0.48306,manhattan_253,0.012539999999999996
2569,manhattan,254,1,0.49476,0.4887,manhattan_254,0.006059999999999954
2572,manhattan,255,1,0.49476,0.4887,manhattan_255,0.006059999999999954
2575,manhattan,258,1,0.49696,0.49679,manhattan_258,0.00017000000000000348
2578,manhattan,259,1,0.49696,0.49679,manhattan_259,0.00017000000000000348
2581,manhattan,260,1,0.49344,0.23333,manhattan_260,0.26010999999999995
2584,manhattan,261,1,0.49344,0.23333,manhattan_261,0.26010999999999995
2589,manhattan,276,1,0.49552,0.23333,manhattan_276,0.26219000000000003
2592,manhattan,277,1,0.49552,0.23333,manhattan_277,0.26219000000000003
2595,manila,0,1,0.49812,0.4981,manila_0,2.0000000000020002e-05
2602,manila,5,1,0.49704,0.49535,manila_5,0.0016899999999999693
2605,manila,6,1,0.49704,0.49535,manila_6,0.0016899999999999693
2606,manila,7,1,0.49812,0.4981,manila_7,2.0000000000020002e-05
2609,montreal,0,1,0.49752,0.49071,montreal_0,0.006810000000000038
2612,montreal,1,1,0.49752,0.49071,montreal_1,0.006810000000000038
2615,montreal,2,1,0.49812,0.49766,montreal_2,0.00046000000000001595
2618,montreal,3,1,0.49812,0.49766,montreal_3,0.00046000000000001595
2621,montreal,4,1,0.49736,0.49633,montreal_4,0.0010300000000000309
2624,montreal,5,1,0.49736,0.49633,montreal_5,0.0010300000000000309
2627,montreal,8,1,0.49736,0.49705,montreal_8,0.00031000000000003247
2632,montreal,10,1,0.49684,0.49667,montreal_10,0.00017000000000000348
2635,montreal,11,1,0.49708,0.49667,montreal_11,0.00041000000000002146
2638,montreal,12,1,0.49708,0.49695,montreal_12,0.000130000000000019
2639,montreal,13,1,0.49768,0.49695,montreal_13,0.0007300000000000084
2646,montreal,18,1,0.49704,0.49672,montreal_18,0.00031999999999998696
2647,montreal,19,1,0.49732,0.49672,montreal_19,0.0005999999999999894
2652,montreal,22,1,0.49696,0.49264,montreal_22,0.0043199999999999905
2653,montreal,23,1,0.49768,0.49264,montreal_23,0.005039999999999989
2656,montreal,24,1,0.49768,0.49664,montreal_24,0.0010399999999999854
2659,montreal,27,1,0.49708,0.49672,montreal_27,0.00036000000000002697
2662,montreal,28,1,0.49708,0.49664,montreal_28,0.00043999999999999595
2663,montreal,29,1,0.49768,0.49664,montreal_29,0.0010399999999999854
2666,montreal,30,1,0.49768,0.49767,montreal_30,1.0000000000010001e-05
2669,montreal,31,1,0.49668,0.49599,montreal_31,0.0006900000000000239
2672,montreal,32,1,0.49668,0.49599,montreal_32,0.0006900000000000239
2683,montreal,45,1,0.49736,0.49605,montreal_45,0.0013100000000000334
2686,montreal,48,1,0.49756,0.49539,montreal_48,0.0021700000000000053
2689,montreal,49,1,0.49756,0.49539,montreal_49,0.0021700000000000053
2692,montreal,50,1,0.49736,0.49665,montreal_50,0.0007100000000000439
2695,montreal,51,1,0.49736,0.49665,montreal_51,0.0007100000000000439
2698,montreal,52,1,0.49664,0.49539,montreal_52,0.0012500000000000289
2701,montreal,53,1,0.49664,0.49539,montreal_53,0.0012500000000000289
2704,montreal,58,1,0.496,0.49558,montreal_58,0.00041999999999997595
2707,montreal,59,1,0.496,0.49558,montreal_59,0.00041999999999997595
2710,montreal,62,1,0.49812,0.49605,montreal_62,0.0020700000000000163
2713,montreal,63,1,0.49812,0.49665,montreal_63,0.0014700000000000268
2714,montreal,64,1,0.49756,0.49665,montreal_64,0.0009100000000000219
2717,montreal,65,1,0.49708,0.49558,montreal_65,0.0015000000000000013
2720,montreal,66,1,0.49708,0.49558,montreal_66,0.0015000000000000013
2723,montreal,67,1,0.49756,0.49667,montreal_67,0.0008900000000000019
2726,montreal,68,1,0.49756,0.49667,montreal_68,0.0008900000000000019
2729,montreal,69,1,0.49768,0.49071,montreal_69,0.006970000000000032
2730,montreal,70,1,0.49756,0.49071,montreal_70,0.006850000000000023
2733,montreal,71,1,0.49664,0.49264,montreal_71,0.0040000000000000036
2736,montreal,72,1,0.49664,0.49264,montreal_72,0.0040000000000000036
2739,montreal,73,1,0.49768,0.49662,montreal_73,0.0010600000000000054
2748,montreal,82,1,0.49784,0.4973,montreal_82,0.0005399999999999849
2751,montreal,83,1,0.49784,0.49695,montreal_83,0.0008900000000000019
2756,montreal,87,1,0.49752,0.49633,montreal_87,0.0011900000000000244
2757,montreal,88,1,0.49696,0.49633,montreal_88,0.0006300000000000194
2760,montreal,90,1,0.49784,0.49705,montreal_90,0.0007900000000000129
2763,montreal,91,1,0.49784,0.49684,montreal_91,0.0010000000000000009
2764,montreal,98,1,0.49732,0.49662,montreal_98,0.0006999999999999784
2767,montreal,99,1,0.49732,0.49662,montreal_99,0.0006999999999999784
2770,montreal,100,1,0.49768,0.49753,montreal_100,0.000150000000000039
2773,montreal,101,1,0.49768,0.49753,montreal_101,0.000150000000000039
2776,mumbai,0,1,0.49684,0.49633,mumbai_0,0.0005100000000000104
2779,mumbai,1,1,0.49684,0.48978,mumbai_1,0.007060000000000011
2780,mumbai,2,1,0.49844,0.48978,mumbai_2,0.008660000000000001
2783,mumbai,3,1,0.49844,0.4886,mumbai_3,0.009840000000000015
2786,mumbai,4,1,0.49844,0.4886,mumbai_4,0.009840000000000015
2789,mumbai,5,1,0.49816,0.49813,mumbai_5,2.999999999997449e-05
2792,mumbai,6,1,0.49816,0.49813,mumbai_6,2.999999999997449e-05
2795,mumbai,7,1,0.49748,0.49532,mumbai_7,0.0021599999999999953
2798,mumbai,8,1,0.49748,0.49532,mumbai_8,0.0021599999999999953
2801,mumbai,13,1,0.49796,0.4927,mumbai_13,0.005259999999999987
2804,mumbai,14,1,0.49796,0.4927,mumbai_14,0.005259999999999987
2807,mumbai,25,1,0.4984,0.49604,mumbai_25,0.0023600000000000287
2810,mumbai,26,1,0.4984,0.49604,mumbai_26,0.0023600000000000287
2813,mumbai,27,1,0.49816,0.49808,mumbai_27,7.999999999996898e-05
2816,mumbai,28,1,0.49816,0.49808,mumbai_28,7.999999999996898e-05
2819,mumbai,29,1,0.49796,0.49621,mumbai_29,0.0017500000000000293
2822,mumbai,30,1,0.49796,0.49621,mumbai_30,0.0017500000000000293
2825,mumbai,31,1,0.4984,0.49832,mumbai_31,8.00000000000245e-05
2828,mumbai,32,1,0.4984,0.49832,mumbai_32,8.00000000000245e-05
2831,mumbai,33,1,0.49828,0.49621,mumbai_33,0.0020700000000000163
2834,mumbai,34,1,0.49828,0.49621,mumbai_34,0.0020700000000000163
2837,mumbai,36,1,0.49812,0.49808,mumbai_36,3.999999999998449e-05
2840,mumbai,37,1,0.49812,0.49808,mumbai_37,3.999999999998449e-05
2843,mumbai,39,1,0.49828,0.49826,mumbai_39,2.0000000000020002e-05
2848,mumbai,46,1,0.49748,0.49542,mumbai_46,0.0020599999999999508
2851,mumbai,47,1,0.49748,0.49542,mumbai_47,0.0020599999999999508
2854,mumbai,50,1,0.49808,0.49542,mumbai_50,0.0026599999999999957
2857,mumbai,51,1,0.49808,0.49542,mumbai_51,0.0026599999999999957
2860,mumbai,52,1,0.49844,0.49808,mumbai_52,0.00035999999999997145
2863,mumbai,53,1,0.49844,0.49808,mumbai_53,0.00035999999999997145
2866,mumbai,56,1,0.49828,0.49743,mumbai_56,0.0008500000000000174
2871,mumbai,59,1,0.49832,0.49749,mumbai_59,0.0008299999999999974
2874,mumbai,60,1,0.49832,0.49829,mumbai_60,2.999999999997449e-05
2877,mumbai,62,1,0.49828,0.49758,mumbai_62,0.0006999999999999784
2878,mumbai,63,1,0.49844,0.49758,mumbai_63,0.0008599999999999719
2881,mumbai,64,1,0.49824,0.49743,mumbai_64,0.0008100000000000329
2884,mumbai,65,1,0.49828,0.49743,mumbai_65,0.0008500000000000174
2889,mumbai,70,1,0.49824,0.49812,mumbai_70,0.00012000000000000899
2892,mumbai,81,1,0.49808,0.49768,mumbai_81,0.00040000000000001146
2895,mumbai,82,1,0.49808,0.49768,mumbai_82,0.00040000000000001146
2898,mumbai,83,1,0.49268,0.48978,mumbai_83,0.0029000000000000137
2901,mumbai,84,1,0.49268,0.48978,mumbai_84,0.0029000000000000137
2904,mumbai,85,1,0.49604,0.4886,mumbai_85,0.007440000000000002
2907,mumbai,86,1,0.49604,0.4886,mumbai_86,0.007440000000000002
2910,mumbai,87,1,0.49684,0.49532,mumbai_87,0.0015200000000000213
2913,mumbai,88,1,0.49684,0.49532,mumbai_88,0.0015200000000000213
2916,mumbai,89,1,0.49768,0.4964,mumbai_89,0.0012800000000000034
2919,mumbai,90,1,0.49768,0.4964,mumbai_90,0.0012800000000000034
2922,mumbai,95,1,0.49828,0.4964,mumbai_95,0.0018799999999999928
2925,mumbai,96,1,0.49828,0.4964,mumbai_96,0.0018799999999999928
2928,nairobi,2,1,0.49768,0.49714,nairobi_2,0.0005399999999999849
2929,nairobi,5,1,0.49768,0.49767,nairobi_5,1.0000000000010001e-05
2932,nairobi,12,1,0.49712,0.49581,nairobi_12,0.0013100000000000334
2935,nairobi,13,1,0.49768,0.49581,nairobi_13,0.0018700000000000383
2938,nairobi,14,1,0.49768,0.49766,nairobi_14,2.0000000000020002e-05
2941,nairobi,15,1,0.49772,0.49581,nairobi_15,0.0019100000000000228
2944,nairobi,16,1,0.49772,0.49581,nairobi_16,0.0019100000000000228
2949,oslo,0,1,0.4978,0.49683,oslo_0,0.0009700000000000264
2952,oslo,1,1,0.4978,0.49701,oslo_1,0.0007900000000000129
2953,oslo,2,1,0.49716,0.49701,oslo_2,0.00014999999999998348
2956,oslo,3,1,0.49716,0.49701,oslo_3,0.00014999999999998348
2961,oslo,6,1,0.49716,0.497,oslo_6,0.00015999999999999348
2964,oslo,9,1,0.4978,0.497,oslo_9,0.0008000000000000229
2967,oslo,10,1,0.4978,0.497,oslo_10,0.0008000000000000229
2972,oslo,14,1,0.49776,0.49715,oslo_14,0.0006099999999999994
2975,oslo,19,1,0.49684,0.49683,oslo_19,1.0000000000010001e-05
2982,ourense,4,1,0.49816,0.49742,ourense_4,0.0007400000000000184
2983,ourense,5,1,0.49744,0.49742,ourense_5,2.0000000000020002e-05
2986,ourense,6,1,0.49744,0.49687,ourense_6,0.0005700000000000149
2987,ourense,7,1,0.49688,0.49687,ourense_7,1.0000000000010001e-05
2990,ourense,8,1,0.49688,0.49687,ourense_8,1.0000000000010001e-05
2991,ourense,9,1,0.49744,0.49687,ourense_9,0.0005700000000000149
2994,ourense,11,1,0.49816,0.49813,ourense_11,2.999999999997449e-05
2995,paris,0,1,0.4974,0.49631,paris_0,0.0010900000000000354
2998,paris,1,1,0.4974,0.49631,paris_1,0.0010900000000000354
3001,paris,2,1,0.496,0.49581,paris_2,0.00019000000000002348
3004,paris,3,1,0.496,0.49581,paris_3,0.00019000000000002348
3007,paris,4,1,0.49576,0.49525,paris_4,0.0005099999999999549
3010,paris,5,1,0.49576,0.49525,paris_5,0.0005099999999999549
3013,paris,6,1,0.49748,0.47825,paris_6,0.01922999999999997
3016,paris,7,1,0.49748,0.47825,paris_7,0.01922999999999997
3019,paris,14,1,0.49708,0.49569,paris_14,0.0013900000000000023
3022,paris,15,1,0.49708,0.49681,paris_15,0.000270000000000048
3029,paris,21,1,0.49584,0.49379,paris_21,0.0020499999999999963
3034,paris,25,1,0.49732,0.49379,paris_25,0.0035299999999999776
3035,paris,26,1,0.49748,0.49379,paris_26,0.003689999999999971
3038,paris,27,1,0.49748,0.49429,paris_27,0.0031899999999999706
3039,paris,28,1,0.49708,0.49429,paris_28,0.0027900000000000147
3042,paris,29,1,0.49708,0.4957,paris_29,0.0013800000000000479
3043,paris,30,1,0.49732,0.4957,paris_30,0.0016200000000000103
3046,paris,31,1,0.49544,0.49429,paris_31,0.0011499999999999844
3049,paris,32,1,0.49544,0.49429,paris_32,0.0011499999999999844
3052,paris,33,1,0.49632,0.49605,paris_33,0.00026999999999999247
3055,paris,34,1,0.49632,0.49605,paris_34,0.00026999999999999247
3058,paris,35,1,0.4966,0.49559,paris_35,0.0010100000000000109
3061,paris,36,1,0.4966,0.49559,paris_36,0.0010100000000000109
3064,paris,41,1,0.49528,0.49346,paris_41,0.0018199999999999883
3067,paris,42,1,0.49528,0.49346,paris_42,0.0018199999999999883
3070,paris,45,1,0.49536,0.49199,paris_45,0.0033700000000000396
3073,paris,46,1,0.49536,0.49199,paris_46,0.0033700000000000396
3076,paris,47,1,0.4956,0.49346,paris_47,0.0021399999999999753
3079,paris,48,1,0.4956,0.49346,paris_48,0.0021399999999999753
3082,paris,51,1,0.49576,0.49025,paris_51,0.005509999999999959
3085,paris,52,1,0.49576,0.49025,paris_52,0.005509999999999959
3088,paris,59,1,0.49568,0.49527,paris_59,0.00041000000000002146
3091,paris,60,1,0.49568,0.49527,paris_60,0.00041000000000002146
3094,paris,63,1,0.496,0.49199,paris_63,0.0040100000000000136
3097,paris,64,1,0.496,0.49199,paris_64,0.0040100000000000136
3100,paris,65,1,0.49604,0.49025,paris_65,0.005789999999999962
3103,paris,66,1,0.49604,0.49025,paris_66,0.005789999999999962
3106,paris,69,1,0.4956,0.49546,paris_69,0.00013999999999997348
3109,paris,70,1,0.4956,0.49546,paris_70,0.00013999999999997348
3114,paris,81,1,0.4968,0.47825,paris_81,0.01855000000000001
3117,paris,82,1,0.4968,0.47825,paris_82,0.01855000000000001
3120,paris,83,1,0.4966,0.49532,paris_83,0.0012800000000000034
3123,paris,84,1,0.4966,0.49581,paris_84,0.0007900000000000129
3126,paris,87,1,0.49568,0.49525,paris_87,0.00042999999999998595
3129,paris,88,1,0.4968,0.49585,paris_88,0.0009500000000000064
3132,paris,89,1,0.4968,0.49585,paris_89,0.0009500000000000064
3135,paris,90,1,0.4974,0.49416,paris_90,0.0032400000000000206
3138,paris,91,1,0.4974,0.49416,paris_91,0.0032400000000000206
3143,paris,94,1,0.49584,0.49535,paris_94,0.0004899999999999904
3146,paris,95,1,0.49584,0.49535,paris_95,0.0004899999999999904
3149,paris,96,1,0.49544,0.49416,paris_96,0.0012800000000000034
3152,paris,97,1,0.49544,0.49416,paris_97,0.0012800000000000034
3155,paris,104,1,0.49632,0.49601,paris_104,0.00030999999999997696
3158,paris,105,1,0.49632,0.49601,paris_105,0.00030999999999997696
3163,perth,3,1,0.4984,0.49769,perth_3,0.0007099999999999884
3166,perth,4,1,0.4984,0.49736,perth_4,0.0010399999999999854
3169,perth,8,1,0.49768,0.49736,perth_8,0.00031999999999998696
3172,perth,9,1,0.49768,0.49736,perth_9,0.00031999999999998696
3175,perth,12,1,0.4984,0.49713,perth_12,0.0012699999999999934
3178,perth,13,1,0.4984,0.49434,perth_13,0.004060000000000008
3179,perth,14,1,0.49768,0.49713,perth_14,0.0005499999999999949
3182,perth,15,1,0.49768,0.49434,perth_15,0.0033400000000000096
3183,poughkeepsie,4,1,0.49388,0.48963,poughkeepsie_4,0.004249999999999976
3186,poughkeepsie,5,1,0.49388,0.48963,poughkeepsie_5,0.004249999999999976
3189,poughkeepsie,6,1,0.49448,0.48213,poughkeepsie_6,0.012349999999999972
3192,poughkeepsie,7,1,0.49448,0.48213,poughkeepsie_7,0.012349999999999972
3195,poughkeepsie,8,1,0.49408,0.48213,poughkeepsie_8,0.011950000000000016
3198,poughkeepsie,9,1,0.49408,0.48213,poughkeepsie_9,0.011950000000000016
3201,poughkeepsie,10,1,0.4958,0.48872,poughkeepsie_10,0.007080000000000031
3204,poughkeepsie,11,1,0.4958,0.48872,poughkeepsie_11,0.007080000000000031
3207,poughkeepsie,12,1,0.49312,0.49304,poughkeepsie_12,8.00000000000245e-05
3208,poughkeepsie,13,1,0.49592,0.49304,poughkeepsie_13,0.002880000000000049
3211,poughkeepsie,14,1,0.49592,0.48963,poughkeepsie_14,0.006290000000000018
3214,poughkeepsie,16,1,0.49448,0.49212,poughkeepsie_16,0.0023599999999999732
3217,poughkeepsie,17,1,0.49448,0.49212,poughkeepsie_17,0.0023599999999999732
3220,poughkeepsie,20,1,0.49476,0.49285,poughkeepsie_20,0.0019099999999999673
3221,poughkeepsie,21,1,0.49312,0.49285,poughkeepsie_21,0.00026999999999999247
3224,poughkeepsie,22,1,0.49012,0.48632,poughkeepsie_22,0.0038000000000000256
3227,poughkeepsie,23,1,0.49012,0.48632,poughkeepsie_23,0.0038000000000000256
3230,poughkeepsie,24,1,0.49476,0.4933,poughkeepsie_24,0.0014599999999999613
3233,poughkeepsie,26,1,0.49044,0.47387,poughkeepsie_26,0.016569999999999974
3234,poughkeepsie,27,1,0.49332,0.47916,poughkeepsie_27,0.014160000000000006
3237,poughkeepsie,28,1,0.49332,0.47609,poughkeepsie_28,0.017229999999999968
3238,poughkeepsie,29,1,0.49408,0.47916,poughkeepsie_29,0.014920000000000044
3241,poughkeepsie,30,1,0.49408,0.49385,poughkeepsie_30,0.00023000000000000798
3246,poughkeepsie,34,1,0.49388,0.47387,poughkeepsie_34,0.020009999999999972
3247,poughkeepsie,39,1,0.49384,0.48872,poughkeepsie_39,0.005120000000000013
3250,poughkeepsie,40,1,0.49384,0.48872,poughkeepsie_40,0.005120000000000013
3253,poughkeepsie,43,1,0.49592,0.49046,poughkeepsie_43,0.00546000000000002
3256,poughkeepsie,44,1,0.49592,0.49046,poughkeepsie_44,0.00546000000000002
3259,poughkeepsie,45,1,0.4958,0.49285,poughkeepsie_45,0.002950000000000008
3262,poughkeepsie,46,1,0.4958,0.49285,poughkeepsie_46,0.002950000000000008
3265,poughkeepsie,47,1,0.4948,0.49387,poughkeepsie_47,0.0009300000000000419
3268,poughkeepsie,48,1,0.4948,0.49387,poughkeepsie_48,0.0009300000000000419
3273,poughkeepsie,51,1,0.49384,0.49046,poughkeepsie_51,0.003379999999999994
3276,poughkeepsie,52,1,0.49384,0.49046,poughkeepsie_52,0.003379999999999994
3283,poughkeepsie,58,1,0.4933,0.49012,poughkeepsie_58,0.003180000000000016
