hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
athens,0,1,8.018150,0.500500,bellman,0.000000,0,0.000000
athens,0,2,8.018150,1.002000,bellman,0.000000,1,0.000000
athens,0,3,8.018150,1.004010,bellman,0.000000,2,0.000000
athens,1,1,7.891200,0.500000,bellman,0.000000,3,0.000000
athens,1,2,7.891200,0.997000,bellman,0.000000,1,0.000000
athens,1,3,7.891200,0.997000,bellman,0.000000,4,0.000000
auckland,0,1,10.221920,0.500500,bellman,0.000000,3,0.000000
auckland,0,2,10.221920,1.002000,bellman,0.000000,1,0.000000
auckland,0,3,10.221920,1.004010,bellman,0.000000,2,0.000000
auckland,1,1,12.650930,0.500500,bellman,0.000000,3,0.000000
auckland,1,2,12.650930,1.000000,bellman,0.000000,1,0.000000
auckland,1,3,12.650930,1.001000,bellman,0.000000,4,0.000000
auckland,2,1,13.347100,0.500500,bellman,0.000000,0,0.000000
auckland,2,2,13.347100,1.002000,bellman,0.000000,1,0.000000
auckland,2,3,13.347100,1.004010,bellman,0.000000,2,0.000000
essex,0,1,6.576460,0.500000,bellman,0.000000,3,0.000000
essex,0,2,6.576460,0.999000,bellman,0.000000,1,0.000000
essex,0,3,6.576460,0.999000,bellman,0.000000,2,0.000000
essex,1,1,6.610790,0.500000,bellman,0.000000,3,0.000000
essex,1,2,6.610790,0.997000,bellman,0.000000,1,0.000000
essex,1,3,6.610790,0.997000,bellman,0.000000,4,0.000000
perth,0,1,8.611880,0.500500,bellman,0.000000,0,0.000000
perth,0,2,8.611880,1.001500,bellman,0.000000,1,0.000000
perth,0,3,8.611880,1.001500,bellman,0.000000,2,0.000000
perth,1,1,8.630180,0.500500,bellman,0.000000,0,0.000000
perth,1,2,8.630180,1.000000,bellman,0.000000,1,0.000000
perth,1,3,8.630180,1.000500,bellman,0.000000,5,0.000000
perth,2,1,8.194560,0.500500,bellman,0.000000,0,0.000000
perth,2,2,8.194560,1.000000,bellman,0.000000,1,0.000000
perth,2,3,8.194560,1.000500,bellman,0.000000,5,0.000000
santiago,0,1,8.055730,0.500000,bellman,0.000000,3,0.000000
santiago,0,2,8.055730,0.999500,bellman,0.000000,1,0.000000
santiago,0,3,8.055730,0.999500,bellman,0.000000,2,0.000000
santiago,1,1,8.326880,0.500500,bellman,0.000000,0,0.000000
santiago,1,2,8.326880,1.002000,bellman,0.000000,1,0.000000
santiago,1,3,8.326880,1.004010,bellman,0.000000,2,0.000000
santiago,2,1,8.194810,0.500500,bellman,0.000000,0,0.000000
santiago,2,2,8.194810,1.002000,bellman,0.000000,1,0.000000
santiago,2,3,8.194810,1.004010,bellman,0.000000,2,0.000000
singapore,0,1,9.544680,0.500500,bellman,0.000000,0,0.000000
singapore,0,2,9.544680,1.000000,bellman,0.000000,1,0.000000
singapore,0,3,9.544680,1.000000,bellman,0.000000,2,0.000000
singapore,1,1,9.739190,0.500000,bellman,0.000000,3,0.000000
singapore,1,2,9.739190,0.998500,bellman,0.000000,1,0.000000
singapore,1,3,9.739190,0.999000,bellman,0.000000,5,0.000000
singapore,2,1,9.142720,0.500500,bellman,0.000000,0,0.000000
singapore,2,2,9.142720,1.000000,bellman,0.000000,1,0.000000
singapore,2,3,9.142720,1.000000,bellman,0.000000,2,0.000000
singapore,3,1,8.510070,0.500000,bellman,0.000000,3,0.000000
singapore,3,2,8.510070,0.998500,bellman,0.000000,1,0.000000
singapore,3,3,8.510070,0.999000,bellman,1.000000,5,0.000000
sydney,0,1,10.740790,0.500000,bellman,0.000000,3,0.000000
sydney,0,2,10.740790,1.000000,bellman,0.000000,1,0.000000
sydney,0,3,10.740790,1.000000,bellman,0.000000,2,0.000000
sydney,1,1,13.672830,0.500500,bellman,0.000000,0,0.000000
sydney,1,2,13.672830,0.999500,bellman,0.000000,1,0.000000
sydney,1,3,13.672830,1.000500,bellman,1.000000,5,0.000000
sydney,2,1,12.175880,0.500000,bellman,0.000000,3,0.000000
sydney,2,2,12.175880,1.000000,bellman,0.000000,1,0.000000
sydney,2,3,12.175880,1.000000,bellman,0.000000,2,0.000000
sydney,3,1,13.723800,0.500500,bellman,0.000000,0,0.000000
sydney,3,2,13.723800,0.999500,bellman,0.000000,1,0.000000
sydney,3,3,13.723800,1.000500,bellman,1.000000,5,0.000000
perfect_hardware,0,1,0.075930,0.500000,bellman,0.000000,6,0.000000
perfect_hardware,0,2,0.075930,1.000000,bellman,0.000000,7,0.000000
perfect_hardware,0,3,0.075930,1.000000,bellman,0.000000,8,0.000000
