hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
auckland,0,8,0.001330,1.000000,bellman,27.000000,0,0.000000
auckland,0,9,0.001330,1.000000,bellman,82.000000,1,0.000000
auckland,1,8,0.001670,0.999970,bellman,27.000000,0,0.000000
auckland,1,9,0.001670,0.999990,bellman,83.000000,1,0.000000
essex,0,8,0.001010,0.999880,bellman,27.000000,0,0.000000
essex,0,9,0.001010,0.999960,bellman,83.000000,1,0.000000
essex,1,8,0.001040,0.999370,bellman,27.000000,2,0.000000
essex,1,9,0.001040,0.999670,bellman,83.000000,1,0.000000
kyiv,0,8,0.003990,1.000000,bellman,27.000000,3,0.000000
kyiv,0,9,0.003990,1.000000,bellman,82.000000,4,0.000000
kyiv,1,8,0.004570,0.506940,bellman,27.000000,5,0.000000
kyiv,1,9,0.004570,0.506940,bellman,82.000000,6,0.000000
