hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
brisbane,0,8,0.004390,0.901620,bellman,32.000000,0,0.000000
brisbane,0,9,0.004390,0.913470,bellman,98.000000,1,0.000000
brisbane,1,8,0.005020,1.000000,bellman,32.000000,2,0.000000
brisbane,1,9,0.005020,1.000000,bellman,97.000000,3,0.000000
santiago,0,8,0.001190,0.999980,bellman,32.000000,4,0.000000
santiago,0,9,0.001190,1.000000,bellman,97.000000,3,0.000000
santiago,1,8,0.001270,1.000000,bellman,32.000000,2,0.000000
santiago,1,9,0.001270,1.000000,bellman,98.000000,3,0.000000
singapore,0,8,0.001530,0.997910,bellman,32.000000,5,0.000000
singapore,0,9,0.001530,0.998270,bellman,98.000000,3,0.000000
singapore,1,8,0.001750,0.999980,bellman,32.000000,2,0.000000
singapore,1,9,0.001750,1.000000,bellman,98.000000,3,0.000000
