hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
hanoi,0,3,0.236730,0.500000,bellman,2.000000,0,0.000000
hanoi,0,4,0.236730,0.986540,bellman,12.000000,1,0.000000
hanoi,0,5,0.236730,0.986540,bellman,56.000000,2,0.000000
hanoi,0,6,0.236730,0.992630,bellman,243.000000,3,0.000000
hanoi,0,7,0.236730,0.992630,bellman,1057.000000,4,0.000000
hanoi,1,3,0.230890,0.500000,bellman,2.000000,0,0.000000
hanoi,1,4,0.230890,0.981750,bellman,12.000000,1,0.000000
hanoi,1,5,0.230890,0.981750,bellman,54.000000,2,0.000000
hanoi,1,6,0.230890,0.987780,bellman,242.000000,3,0.000000
hanoi,1,7,0.230890,0.987780,bellman,1058.000000,4,0.000000
hanoi,2,3,0.239000,0.500000,bellman,2.000000,5,0.000000
hanoi,2,4,0.239000,0.908800,bellman,12.000000,1,0.000000
hanoi,2,5,0.239000,0.908800,bellman,55.000000,2,0.000000
hanoi,2,6,0.239000,0.971910,bellman,242.000000,3,0.000000
hanoi,2,7,0.239000,0.971910,bellman,1058.000000,4,0.000000
ourense,0,3,0.121710,0.500000,bellman,2.000000,6,0.000000
ourense,0,4,0.121710,0.958700,bellman,12.000000,1,0.000000
ourense,0,5,0.121710,0.958700,bellman,55.000000,7,0.000000
ourense,0,6,0.121710,0.986950,bellman,242.000000,3,0.000000
ourense,0,7,0.121710,0.986950,bellman,1058.000000,8,0.000000
ourense,1,3,0.108650,0.500000,bellman,2.000000,5,0.000000
ourense,1,4,0.108650,0.962070,bellman,12.000000,1,0.000000
ourense,1,5,0.108650,0.962070,bellman,55.000000,2,0.000000
ourense,1,6,0.108650,0.988530,bellman,242.000000,3,0.000000
ourense,1,7,0.108650,0.988530,bellman,1058.000000,4,0.000000
ourense,2,3,0.108770,0.500000,bellman,2.000000,5,0.000000
ourense,2,4,0.108770,0.959670,bellman,11.000000,1,0.000000
ourense,2,5,0.108770,0.959670,bellman,50.000000,2,0.000000
ourense,2,6,0.108770,0.985990,bellman,223.000000,3,0.000000
ourense,2,7,0.108770,0.985990,bellman,976.000000,4,0.000000
washington,0,3,0.885000,0.500000,bellman,2.000000,0,0.000000
washington,0,4,0.885000,0.980740,bellman,11.000000,1,0.000000
washington,0,5,0.885000,0.980740,bellman,50.000000,2,0.000000
washington,0,6,0.885000,0.983420,bellman,224.000000,3,0.000000
washington,0,7,0.885000,0.983420,bellman,976.000000,4,0.000000
washington,1,3,0.165430,0.500000,bellman,2.000000,9,0.000000
washington,1,4,0.165430,0.714710,bellman,11.000000,1,0.000000
washington,1,5,0.165430,0.714710,bellman,50.000000,2,0.000000
washington,1,6,0.165430,0.794140,bellman,224.000000,3,0.000000
washington,1,7,0.165430,0.794140,bellman,976.000000,4,0.000000
washington,2,3,0.175680,0.500000,bellman,2.000000,10,0.000000
washington,2,4,0.175680,0.515390,bellman,11.000000,11,0.000000
washington,2,5,0.175680,0.515390,bellman,50.000000,12,0.000000
washington,2,6,0.175680,0.521080,bellman,223.000000,13,0.000000
washington,2,7,0.175680,0.521080,bellman,975.000000,14,0.000000
