hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
quito,3,6,5.610510,0.503010,bellman,429.000000,6
hanoi,0,6,9.499360,0.506030,bellman,320.000000,4
hanoi,1,6,10.580750,0.506030,bellman,320.000000,4
hanoi,2,6,9.508020,0.509070,bellman,320.000000,4
hanoi,3,6,9.518050,0.502500,bellman,320.000000,9
ourense,0,6,5.883380,0.509070,bellman,321.000000,4
ourense,1,6,5.912500,0.503000,bellman,320.000000,13
ourense,2,6,5.341870,0.502000,bellman,320.000000,1
ourense,3,6,5.651100,0.502500,bellman,320.000000,0
washington,0,6,40.124220,0.503010,bellman,365.000000,4
washington,1,6,39.785400,0.503010,bellman,314.000000,1
washington,2,6,8.055020,0.506030,bellman,410.000000,4
washington,3,6,8.355240,0.506030,bellman,406.000000,4
auckland,0,6,7.619780,0.503010,bellman,319.000000,5
auckland,1,6,8.246090,0.503010,bellman,320.000000,6
auckland,2,6,11.299590,0.503010,bellman,319.000000,4
auckland,3,6,11.322020,0.503010,bellman,320.000000,1
essex,0,6,5.134710,0.506030,bellman,374.000000,4
essex,1,6,5.197140,0.503510,bellman,373.000000,11
essex,2,6,4.856300,0.503010,bellman,374.000000,4
essex,3,6,4.953310,0.504520,bellman,373.000000,11
manila,0,6,5.426300,0.503010,bellman,367.000000,4
manila,1,6,5.889990,0.503010,bellman,320.000000,6
manila,2,6,5.539890,0.503010,bellman,324.000000,1
manila,3,6,5.545620,0.503010,bellman,324.000000,4
manila,4,6,5.264530,0.502000,bellman,368.000000,1
manila,5,6,5.229050,0.503010,bellman,320.000000,6
montreal,0,6,8.530350,0.500000,bellman,319.000000,3
montreal,1,6,8.550360,0.500000,bellman,319.000000,3
montreal,2,6,11.301250,0.509070,bellman,316.000000,4
montreal,3,6,11.141170,0.502500,bellman,314.000000,0
london,0,6,4.771210,0.509070,bellman,323.000000,4
london,1,6,5.178430,0.502500,bellman,372.000000,9
london,2,6,4.687200,0.503010,bellman,328.000000,6
london,3,6,4.831650,0.500000,bellman,329.000000,3
mumbai,0,6,5.535760,0.506030,bellman,324.000000,4
mumbai,1,6,5.549110,0.502000,bellman,324.000000,13
mumbai,2,6,8.995380,0.503510,bellman,324.000000,11
mumbai,3,6,9.101620,0.503010,bellman,324.000000,4
geneva,0,6,9.460880,0.503010,bellman,380.000000,5
geneva,1,6,9.730010,0.503010,bellman,380.000000,5
geneva,2,6,9.803940,0.503510,bellman,319.000000,11
geneva,3,6,9.822180,0.506030,bellman,319.000000,4
lima,0,6,5.862730,0.503010,bellman,368.000000,5
lima,1,6,5.844030,0.509070,bellman,320.000000,4
lima,2,6,5.191630,0.502000,bellman,319.000000,1
lima,3,6,5.442750,0.502000,bellman,319.000000,0
lagos,0,6,5.905940,0.503010,bellman,319.000000,1
lagos,1,6,6.351820,0.503010,bellman,319.000000,1
lagos,2,6,6.000810,0.503010,bellman,319.000000,4
lagos,3,6,5.970950,0.503010,bellman,320.000000,4
lagos,4,6,5.243950,0.506030,bellman,320.000000,4
lagos,5,6,5.525290,0.506030,bellman,320.000000,4
toronto,0,6,11.893330,0.500000,bellman,319.000000,3
toronto,1,6,11.848550,0.500000,bellman,320.000000,3
toronto,2,6,9.439550,0.503010,bellman,431.000000,2
toronto,3,6,9.346540,0.503010,bellman,423.000000,2
perth,0,6,5.885120,0.503010,bellman,324.000000,5
perth,1,6,6.445450,0.503010,bellman,325.000000,6
perth,2,6,5.995640,0.503010,bellman,368.000000,6
perth,3,6,6.001400,0.503010,bellman,320.000000,4
perth,4,6,5.442410,0.503010,bellman,321.000000,6
perth,5,6,5.257930,0.503010,bellman,320.000000,6
sydney,0,6,8.547040,0.503010,bellman,376.000000,5
sydney,1,6,8.587800,0.500000,bellman,320.000000,3
sydney,2,6,10.296510,0.509070,bellman,317.000000,4
sydney,3,6,10.193690,0.509070,bellman,314.000000,4
cairo,0,6,8.435220,0.503510,bellman,320.000000,11
cairo,1,6,9.150590,0.506030,bellman,320.000000,4
cairo,2,6,10.546310,0.503010,bellman,375.000000,2
cairo,3,6,10.554580,0.506030,bellman,376.000000,4
casablanca,0,6,6.481900,0.500000,bellman,320.000000,3
casablanca,1,6,6.283530,0.500000,bellman,321.000000,3
casablanca,2,6,6.105480,0.500000,bellman,320.000000,3
casablanca,3,6,6.102060,0.500000,bellman,368.000000,3
casablanca,4,6,5.604800,0.506030,bellman,321.000000,4
casablanca,5,6,5.278190,0.506030,bellman,318.000000,4
oslo,0,6,5.784030,0.500000,bellman,319.000000,3
oslo,1,6,6.504050,0.501500,bellman,319.000000,10
