hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
cairo,0,3,0.009400,0.748730,convex,14.000000,0,0.000000
cairo,1,3,0.015800,0.693720,convex,16.000000,1,0.000000
casablanca,0,3,0.009210,0.746060,convex,15.000000,2,0.000000
casablanca,1,3,0.010830,0.740720,convex,14.000000,3,0.000000
johannesburg,0,3,0.006740,0.745810,convex,15.000000,4,0.000000
johannesburg,1,3,0.008250,0.683760,convex,16.000000,5,0.000000
kawasaki,0,3,0.024160,0.749240,convex,14.000000,6,0.000000
kawasaki,1,3,0.045050,0.593420,convex,15.000000,7,0.000000
melbourne,0,3,0.009350,0.743440,convex,14.000000,8,0.000000
melbourne,1,3,0.010920,0.676750,convex,15.000000,9,0.000000
manila,0,3,0.009830,0.746310,convex,14.000000,10,0.000000
manila,1,3,0.010190,0.717890,convex,15.000000,11,0.000000
montreal,0,3,0.013830,0.748200,convex,14.000000,12,0.000000
montreal,1,3,0.017490,0.717730,convex,14.000000,13,0.000000
rochester,0,3,0.008650,0.747150,convex,15.000000,14,0.000000
rochester,1,3,0.010730,0.566900,convex,15.000000,15,0.000000
rome,0,3,0.009790,0.744320,convex,14.000000,16,0.000000
rome,1,3,0.008780,0.741650,convex,14.000000,17,0.000000
torino,0,3,0.019260,0.748730,convex,15.000000,0,0.000000
torino,1,3,0.048820,0.675470,convex,16.000000,18,0.000000
vigo,0,3,0.009780,0.746030,convex,14.000000,2,0.000000
vigo,1,3,0.008350,0.726290,convex,14.000000,19,0.000000
