hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
johannesburg,0,8,0.001390,0.999980,bellman,31.000000,0,0.000000
johannesburg,0,9,0.001390,0.999990,bellman,93.000000,1,0.000000
johannesburg,1,8,0.001620,0.979190,bellman,31.000000,2,0.000000
johannesburg,1,9,0.001620,0.979800,bellman,93.000000,3,0.000000
kawasaki,0,8,0.002190,1.000000,bellman,31.000000,0,0.000000
kawasaki,0,9,0.002190,1.000000,bellman,93.000000,1,0.000000
kawasaki,1,8,0.004360,0.835630,bellman,31.000000,2,0.000000
kawasaki,1,9,0.004360,0.835670,bellman,94.000000,3,0.000000
rome,0,8,0.001080,0.999940,bellman,31.000000,4,0.000000
rome,0,9,0.001080,0.999970,bellman,93.000000,5,0.000000
rome,1,8,0.001170,0.999970,bellman,31.000000,4,0.000000
rome,1,9,0.001170,0.999990,bellman,93.000000,5,0.000000
