hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
boeblingen,0,2,0.002540,0.986710,bellman,0.000000,0,0.000000
boeblingen,0,3,0.002540,0.986720,bellman,0.000000,1,0.000000
boeblingen,0,4,0.002540,0.999390,bellman,0.000000,2,0.000000
boeblingen,0,5,0.002540,0.999480,bellman,0.000000,3,0.000000
boeblingen,1,2,0.002610,0.806980,bellman,0.000000,0,0.000000
boeblingen,1,3,0.002610,0.807040,bellman,0.000000,1,0.000000
boeblingen,1,4,0.002610,0.902440,bellman,0.000000,2,0.000000
boeblingen,1,5,0.002610,0.902730,bellman,0.000000,3,0.000000
bogota,0,2,0.000810,0.972900,bellman,0.000000,0,0.000000
bogota,0,3,0.000810,0.972910,bellman,0.000000,1,0.000000
bogota,0,4,0.000810,0.997840,bellman,0.000000,2,0.000000
bogota,0,5,0.000810,0.997840,bellman,0.000000,4,0.000000
bogota,1,2,0.001550,0.943010,bellman,0.000000,0,0.000000
bogota,1,3,0.001550,0.943020,bellman,0.000000,1,0.000000
bogota,1,4,0.001550,0.990320,bellman,0.000000,2,0.000000
bogota,1,5,0.001550,0.990670,bellman,0.000000,3,0.000000
cusco,0,2,0.001680,0.992620,bellman,0.000000,0,0.000000
cusco,0,3,0.001680,0.992620,bellman,0.000000,1,0.000000
cusco,0,4,0.001680,0.999790,bellman,0.000000,2,0.000000
cusco,0,5,0.001680,0.999840,bellman,0.000000,3,0.000000
cusco,1,2,0.005490,0.502000,bellman,0.000000,5,0.000000
cusco,1,3,0.005490,0.502030,bellman,0.000000,6,0.000000
cusco,1,4,0.005490,0.502980,bellman,0.000000,7,0.000000
cusco,1,5,0.005490,0.503000,bellman,0.000000,8,0.000000
lagos,0,2,0.001410,0.983280,bellman,0.000000,0,0.000000
lagos,0,3,0.001410,0.983290,bellman,0.000000,1,0.000000
lagos,0,4,0.001410,0.999150,bellman,0.000000,2,0.000000
lagos,0,5,0.001410,0.999170,bellman,0.000000,3,0.000000
lagos,1,2,0.001010,0.536280,bellman,0.000000,0,0.000000
lagos,1,3,0.001010,0.536320,bellman,0.000000,1,0.000000
lagos,1,4,0.001010,0.554280,bellman,0.000000,2,0.000000
lagos,1,5,0.001010,0.554310,bellman,0.000000,4,0.000000
toronto,0,2,0.001130,0.992230,bellman,0.000000,0,0.000000
toronto,0,3,0.001130,0.992250,bellman,0.000000,1,0.000000
toronto,0,4,0.001130,0.999820,bellman,0.000000,2,0.000000
toronto,0,5,0.001130,0.999820,bellman,0.000000,4,0.000000
toronto,1,2,0.001060,0.726260,bellman,0.000000,0,0.000000
toronto,1,3,0.001060,0.726810,bellman,0.000000,1,0.000000
toronto,1,4,0.001060,0.815830,bellman,0.000000,2,0.000000
toronto,1,5,0.001060,0.816160,bellman,0.000000,4,0.000000
