hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
athens,0,1,8.390290,0.500250,convex,0.000000,0,0.000000
athens,0,2,8.390290,0.974330,convex,2.000000,1,0.000000
athens,1,1,8.206040,0.499750,convex,0.000000,2,0.000000
athens,1,2,8.206040,0.974230,convex,2.000000,3,0.000000
auckland,0,1,10.639800,0.500500,convex,0.000000,4,0.000000
auckland,0,2,10.639800,0.989080,convex,2.000000,5,0.000000
auckland,1,1,13.288910,0.500250,convex,0.000000,2,0.000000
auckland,1,2,13.288910,0.982100,convex,2.000000,6,0.000000
auckland,2,1,13.982840,0.500250,convex,0.000000,0,0.000000
auckland,2,2,13.982840,0.989060,convex,2.000000,7,0.000000
essex,0,1,7.026710,0.500000,convex,0.000000,4,0.000000
essex,0,2,7.026710,0.962670,convex,3.000000,8,0.000000
essex,1,1,7.033630,0.499750,convex,0.000000,2,0.000000
essex,1,2,7.033630,0.954770,convex,3.000000,9,0.000000
perth,0,1,9.077620,0.500250,convex,0.000000,0,0.000000
perth,0,2,9.077620,0.975270,convex,2.000000,10,0.000000
perth,1,1,8.899680,0.500250,convex,0.000000,0,0.000000
perth,1,2,8.899680,0.965480,convex,3.000000,11,0.000000
perth,2,1,8.518320,0.500250,convex,0.000000,0,0.000000
perth,2,2,8.518320,0.965480,convex,3.000000,11,0.000000
santiago,0,1,8.370390,0.500000,convex,0.000000,4,0.000000
santiago,0,2,8.370390,0.983130,convex,2.000000,3,0.000000
santiago,1,1,8.657770,0.500250,convex,0.000000,0,0.000000
santiago,1,2,8.657770,0.990050,convex,2.000000,12,0.000000
santiago,2,1,8.639720,0.500250,convex,0.000000,0,0.000000
santiago,2,2,8.639720,0.990050,convex,2.000000,12,0.000000
singapore,0,1,10.159840,0.500250,convex,0.000000,0,0.000000
singapore,0,2,10.159840,0.923740,convex,3.000000,13,0.000000
singapore,1,1,10.174740,0.500000,convex,0.000000,4,0.000000
singapore,1,2,10.174740,0.953790,convex,3.000000,14,0.000000
singapore,2,1,9.592450,0.500250,convex,0.000000,0,0.000000
singapore,2,2,9.592450,0.923740,convex,3.000000,13,0.000000
singapore,3,1,8.824880,0.500000,convex,0.000000,4,0.000000
singapore,3,2,8.824880,0.953790,convex,3.000000,14,0.000000
sydney,0,1,11.350060,0.500000,convex,0.000000,4,0.000000
sydney,0,2,11.350060,0.983120,convex,3.000000,7,0.000000
sydney,1,1,14.354050,0.500250,convex,0.000000,0,0.000000
sydney,1,2,14.354050,0.919210,convex,5.000000,9,0.000000
sydney,2,1,12.794850,0.500000,convex,0.000000,4,0.000000
sydney,2,2,12.794850,0.983120,convex,3.000000,7,0.000000
sydney,3,1,14.494080,0.500250,convex,0.000000,0,0.000000
sydney,3,2,14.494080,0.919210,convex,5.000000,9,0.000000
perfect_hardware,0,1,0.069920,0.500000,convex,0.000000,4,0.000000
perfect_hardware,0,2,0.069920,1.000000,convex,0.000000,15,0.000000
