hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
athens,0,3,3.660400,0.980110,bellman,0.000000,0,0.000000
athens,1,3,3.900360,0.966250,bellman,0.000000,1,0.000000
athens,2,3,4.158160,0.954600,bellman,0.000000,2,0.000000
auckland,0,3,3.664280,0.981110,bellman,0.000000,0,0.000000
auckland,1,3,3.948880,0.981110,bellman,0.000000,0,0.000000
auckland,2,3,3.905450,0.984070,bellman,0.000000,0,0.000000
auckland,3,3,4.034320,0.979130,bellman,0.000000,3,0.000000
auckland,4,3,4.589780,0.975180,bellman,0.000000,4,0.000000
auckland,5,3,4.261060,0.986060,bellman,0.000000,4,0.000000
auckland,6,3,4.832060,0.983080,bellman,0.000000,4,0.000000
auckland,7,3,4.796770,0.977140,bellman,0.000000,5,0.000000
auckland,8,3,5.203190,0.975180,bellman,0.000000,0,0.000000
auckland,9,3,5.225700,0.984070,bellman,0.000000,0,0.000000
auckland,10,3,5.466710,0.984070,bellman,0.000000,4,0.000000
auckland,11,3,5.274290,0.981110,bellman,0.000000,0,0.000000
auckland,12,3,5.767610,0.981110,bellman,0.000000,4,0.000000
auckland,13,3,5.541930,0.985060,bellman,0.000000,3,0.000000
auckland,14,3,6.105640,0.983080,bellman,0.000000,4,0.000000
auckland,15,3,6.062850,0.985070,bellman,0.000000,0,0.000000
auckland,16,3,6.370380,0.983080,bellman,0.000000,4,0.000000
auckland,17,3,6.282110,0.982090,bellman,0.000000,5,0.000000
auckland,18,3,6.677550,0.984070,bellman,0.000000,0,0.000000
auckland,19,3,6.304070,0.984070,bellman,0.000000,4,0.000000
auckland,20,3,6.467890,0.985070,bellman,0.000000,3,0.000000
auckland,21,3,7.014110,0.982090,bellman,0.000000,4,0.000000
auckland,22,3,6.736640,0.983080,bellman,0.000000,0,0.000000
auckland,23,3,7.294680,0.978130,bellman,0.000000,4,0.000000
auckland,24,3,7.255150,0.970220,bellman,1.000000,6,0.000000
auckland,25,3,7.706330,0.980120,bellman,0.000000,0,0.000000
auckland,26,3,7.665380,0.973210,bellman,0.000000,0,0.000000
auckland,27,3,7.863760,0.968300,bellman,1.000000,0,0.000000
auckland,28,3,7.726130,0.969260,bellman,1.000000,0,0.000000
auckland,29,3,8.183950,0.966300,bellman,0.000000,4,0.000000
auckland,30,3,8.048510,0.971240,bellman,1.000000,7,0.000000
auckland,31,3,8.508330,0.973210,bellman,0.000000,2,0.000000
auckland,32,3,8.530290,0.968230,bellman,0.000000,0,0.000000
auckland,33,3,8.720310,0.984070,bellman,1.000000,5,0.000000
auckland,34,3,8.908580,0.983080,bellman,1.000000,0,0.000000
auckland,35,3,8.731160,0.986060,bellman,0.000000,0,0.000000
auckland,36,3,8.925180,0.988040,bellman,0.000000,4,0.000000
essex,0,3,3.296410,0.958470,bellman,1.000000,4,0.000000
essex,1,3,3.414200,0.969260,bellman,1.000000,2,0.000000
essex,2,3,3.497650,0.951700,bellman,1.000000,8,0.000000
essex,3,3,3.696390,0.951700,bellman,1.000000,4,0.000000
perth,0,3,3.668490,0.984070,bellman,0.000000,4,0.000000
perth,1,3,3.808850,0.987050,bellman,0.000000,0,0.000000
perth,2,3,3.905180,0.986060,bellman,0.000000,8,0.000000
perth,3,3,4.269350,0.985060,bellman,0.000000,1,0.000000
perth,4,3,4.416110,0.973190,bellman,0.000000,9,0.000000
perth,5,3,4.573010,0.977140,bellman,0.000000,4,0.000000
perth,6,3,4.610350,0.968290,bellman,0.000000,2,0.000000
santiago,0,3,3.718120,0.986060,bellman,0.000000,4,0.000000
santiago,1,3,3.933850,0.986060,bellman,0.000000,0,0.000000
