hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
cambridge,0,1,0.002850,0.500320,convex,0.000000,0,0.000000
cambridge,0,2,0.002850,0.982810,convex,0.000000,1,0.000000
cambridge,0,3,0.002850,0.982910,convex,0.000000,2,0.000000
cambridge,1,1,0.003530,0.500300,convex,0.000000,3,0.000000
cambridge,1,2,0.003530,0.609960,convex,0.000000,4,0.000000
cambridge,1,3,0.003530,0.610130,convex,0.000000,5,0.000000
hanoi,0,1,0.001970,0.500060,convex,0.000000,6,0.000000
hanoi,0,2,0.001970,0.994490,convex,0.000000,7,0.000000
hanoi,0,3,0.001970,0.994500,convex,0.000000,8,0.000000
hanoi,1,1,0.001440,0.500050,convex,0.000000,6,0.000000
hanoi,1,2,0.001440,0.915700,convex,0.000000,7,0.000000
hanoi,1,3,0.001440,0.915710,convex,0.000000,9,0.000000
jakarta,0,1,0.000910,0.500060,convex,0.000000,6,0.000000
jakarta,0,2,0.000910,0.984000,convex,0.000000,10,0.000000
jakarta,0,3,0.000910,0.984000,convex,0.000000,9,0.000000
jakarta,1,1,0.001320,0.500060,convex,0.000000,6,0.000000
jakarta,1,2,0.001320,0.944480,convex,0.000000,7,0.000000
jakarta,1,3,0.001320,0.944490,convex,0.000000,11,0.000000
ourense,0,1,0.001120,0.500080,convex,0.000000,6,0.000000
ourense,0,2,0.001120,0.984690,convex,0.000000,12,0.000000
ourense,0,3,0.001120,0.984750,convex,0.000000,13,0.000000
ourense,1,1,0.000980,0.500070,convex,0.000000,6,0.000000
ourense,1,2,0.000980,0.945400,convex,0.000000,7,0.000000
ourense,1,3,0.000980,0.945410,convex,0.000000,9,0.000000
washington,0,1,0.011620,0.500090,convex,0.000000,6,0.000000
washington,0,2,0.011620,0.997090,convex,0.000000,7,0.000000
washington,0,3,0.011620,0.997150,convex,0.000000,14,0.000000
washington,1,1,0.005520,0.500090,convex,0.000000,15,0.000000
washington,1,2,0.005520,0.677140,convex,0.000000,16,0.000000
washington,1,3,0.005520,0.677210,convex,0.000000,17,0.000000
yorktown,0,1,0.000940,0.500160,convex,0.000000,6,0.000000
yorktown,0,2,0.000940,0.972300,convex,0.000000,7,0.000000
yorktown,0,3,0.000940,0.972310,convex,0.000000,11,0.000000
yorktown,1,1,0.000960,0.500190,convex,0.000000,15,0.000000
yorktown,1,2,0.000960,0.707760,convex,0.000000,1,0.000000
yorktown,1,3,0.000960,0.707810,convex,0.000000,11,0.000000
