hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
manila,0,8,0.001060,0.997250,bellman,27.000000,0,0.000000
manila,0,9,0.001060,0.997580,bellman,82.000000,1,0.000000
manila,1,8,0.001060,0.999990,bellman,27.000000,2,0.000000
manila,1,9,0.001060,1.000000,bellman,83.000000,1,0.000000
montreal,0,8,0.001340,1.000000,bellman,27.000000,2,0.000000
montreal,0,9,0.001340,1.000000,bellman,83.000000,1,0.000000
montreal,1,8,0.001650,0.997480,bellman,27.000000,0,0.000000
montreal,1,9,0.001650,0.997580,bellman,83.000000,1,0.000000
torino,0,8,0.002380,1.000000,bellman,27.000000,2,0.000000
torino,0,9,0.002380,1.000000,bellman,82.000000,3,0.000000
torino,1,8,0.003490,0.637760,bellman,27.000000,4,0.000000
torino,1,9,0.003490,0.638780,bellman,82.000000,5,0.000000
