algorithm_index,min_success0,avg_success0,max_success0,min_success1,avg_success1,max_success1,min_meas_succ,avg_meas_succ,max_meas_succ,min_diff_meas,avg_diff_meas,max_diff_meas,min_abs_diff_meas,avg_abs_diff_meas,max_abs_diff_meas,min_succ_1Q,avg_succ_1Q,max_succ_1Q,min_succ_2Q,avg_succ_2Q,max_succ_2Q,num_hardwares
22,0.498047,0.9412892333333331,0.998535,0.498047,0.9412892333333331,0.998535,0.498047,0.9412892333333331,0.998535,0.0,0.0,0.0,0.0,0.0,0.0,0.999126,0.9995902999999997,0.99989,100,0.0,0.0,60
23,0.5362,0.9603507857142856,0.998535,0.5362,0.9603507857142856,0.998535,0.5362,0.9603507857142856,0.998535,0.0,0.0,0.0,0.0,0.0,0.0,0.999126,0.9996336904761901,0.999802,100,0.0,0.0,42
24,0.9945,0.99485,0.9952,0.9945,0.99485,0.9952,0.9945,0.99485,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.99962,0.9996425,0.999665,100,0.0,0.0,2
25,0.5963,0.8912027500000002,0.9856,0.5963,0.8912027500000002,0.9856,0.5963,0.8912027500000002,0.9856,0.0,0.0,0.0,0.0,0.0,0.0,0.998319,0.9986716666666667,0.998881,100,0.0,0.0,12
26,0.912,0.962419,0.9856,0.912,0.962419,0.9856,0.912,0.962419,0.9856,0.0,0.0,0.0,0.0,0.0,0.0,0.998467,0.9986309999999999,0.998724,100,0.0,0.0,7
27,0.9446,0.9706333333333332,0.984,0.9446,0.9706333333333332,0.984,0.9446,0.9706333333333332,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.998596,0.9992416666666667,0.999571,100,0.0,0.0,3
28,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.998655,0.998655,0.998655,100,0.0,0.0,1
29,0.773333,0.8432665,0.9132,0.773333,0.8432665,0.9132,0.773333,0.8432665,0.9132,0.0,0.0,0.0,0.0,0.0,0.0,0.992362,0.992471,0.99258,100,0.0,0.0,2
30,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.0,0.0,0.0,0.0,0.0,0.0,0.99258,0.99258,0.99258,100,0.0,0.0,1
31,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.773333,0.0,0.0,0.0,0.0,0.0,0.0,0.99258,0.99258,0.99258,100,0.0,0.0,1
32,0.6772,0.9352091052631578,0.994873,0.6772,0.9352091052631578,0.994873,0.6772,0.9352091052631578,0.994873,0.0,0.0,0.0,0.0,0.0,0.0,0.999305,0.9994056842105264,0.999513,100,0.0,0.0,19
33,0.9899,0.99315,0.9964,0.9899,0.99315,0.9964,0.9899,0.99315,0.9964,0.0,0.0,0.0,0.0,0.0,0.0,0.999434,0.9996145000000001,0.999795,100,0.0,0.0,2
34,0.9569,0.9662999999999999,0.9757,0.9569,0.9662999999999999,0.9757,0.9569,0.9662999999999999,0.9757,0.0,0.0,0.0,0.0,0.0,0.0,0.999203,0.9993695,0.999536,100,0.0,0.0,2
35,0.6772,0.940774777777778,0.994873,0.6772,0.940774777777778,0.994873,0.6772,0.940774777777778,0.994873,0.0,0.0,0.0,0.0,0.0,0.0,0.999062,0.9992362222222222,0.999358,100,0.0,0.0,9
36,0.9808,0.9870666666666668,0.9929,0.9808,0.9870666666666668,0.9929,0.9808,0.9870666666666668,0.9929,0.0,0.0,0.0,0.0,0.0,0.0,0.999358,0.9995660000000001,0.999759,100,0.0,0.0,3
37,0.7255,0.861,0.9586,0.7255,0.861,0.9586,0.7255,0.861,0.9586,0.0,0.0,0.0,0.0,0.0,0.0,0.998319,0.99904975,0.999654,100,0.0,0.0,4
38,0.8889,0.9472666666666667,0.9794,0.8889,0.9472666666666667,0.9794,0.8889,0.9472666666666667,0.9794,0.0,0.0,0.0,0.0,0.0,0.0,0.997602,0.9988256666666667,0.999503,100,0.0,0.0,3
39,0.9458,0.9678,0.9868,0.9458,0.9678,0.9868,0.9458,0.9678,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.999106,0.9991905000000001,0.99925,100,0.0,0.0,4
40,0.9868,0.9868,0.9868,0.9868,0.9868,0.9868,0.9868,0.9868,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.99925,0.99925,0.99925,100,0.0,0.0,1
