hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
algiers,0,3,0.011600,0.748730,convex,15.000000,0,0.000000
algiers,1,3,0.021620,0.733250,convex,17.000000,1,0.000000
almaden,0,3,0.005890,0.746530,convex,15.000000,2,0.000000
almaden,1,3,0.007480,0.656520,convex,17.000000,3,0.000000
geneva,0,3,0.015600,0.746060,convex,16.000000,2,0.000000
geneva,1,3,0.015170,0.698890,convex,14.000000,4,0.000000
kolkata,0,3,0.023740,0.748730,convex,16.000000,0,0.000000
kolkata,1,3,0.014300,0.736050,convex,17.000000,5,0.000000
kyoto,0,3,0.026300,0.748980,convex,16.000000,6,0.000000
kyoto,1,3,0.051100,0.555860,convex,18.000000,7,0.000000
lima,0,3,0.011140,0.745470,convex,16.000000,8,0.000000
lima,1,3,0.011420,0.733090,convex,17.000000,9,0.000000
makarresh,0,3,0.034310,0.749500,convex,16.000000,10,0.000000
makarresh,1,3,0.043190,0.749500,convex,8.000000,11,0.000000
manhattan,0,3,0.033630,0.748460,convex,16.000000,12,0.000000
manhattan,1,3,0.030980,0.564890,convex,17.000000,13,0.000000
nairobi,0,3,0.011050,0.744940,convex,17.000000,14,0.000000
nairobi,1,3,0.009370,0.732450,convex,15.000000,15,0.000000
quito,0,3,0.010290,0.743530,convex,17.000000,16,0.000000
quito,1,3,0.011430,0.711510,convex,17.000000,17,0.000000
valencia,0,3,0.010240,0.743740,convex,15.000000,18,0.000000
valencia,1,3,0.012680,0.733590,convex,17.000000,19,0.000000
