hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
almaden,0,3,0.600190,0.961670,bellman,1.000000,0,0.000000
almaden,0,4,0.600190,0.961670,bellman,5.000000,1,0.000000
almaden,0,5,0.600190,0.978290,bellman,22.000000,2,0.000000
almaden,0,6,0.600190,0.978290,bellman,93.000000,3,0.000000
almaden,0,7,0.600190,0.979180,bellman,391.000000,4,0.000000
almaden,1,3,0.570530,0.752480,bellman,1.000000,0,0.000000
almaden,1,4,0.570530,0.752480,bellman,5.000000,1,0.000000
almaden,1,5,0.570530,0.841000,bellman,22.000000,2,0.000000
almaden,1,6,0.570530,0.841000,bellman,94.000000,3,0.000000
almaden,1,7,0.570530,0.887550,bellman,388.000000,4,0.000000
almaden,2,3,0.503950,0.743900,bellman,1.000000,0,0.000000
almaden,2,4,0.503950,0.743900,bellman,5.000000,5,0.000000
almaden,2,5,0.503950,0.829410,bellman,21.000000,2,0.000000
almaden,2,6,0.503950,0.829410,bellman,91.000000,6,0.000000
almaden,2,7,0.503950,0.874370,bellman,380.000000,4,0.000000
manhattan,0,3,1.684760,0.975730,bellman,1.000000,0,0.000000
manhattan,0,4,1.684760,0.975730,bellman,5.000000,7,0.000000
manhattan,0,5,1.684760,0.981690,bellman,22.000000,2,0.000000
manhattan,0,6,1.684760,0.981690,bellman,92.000000,8,0.000000
manhattan,0,7,1.684760,0.981800,bellman,380.000000,4,0.000000
manhattan,1,3,1.379770,0.500430,bellman,1.000000,0,0.000000
manhattan,1,4,1.379770,0.500430,bellman,5.000000,1,0.000000
manhattan,1,5,1.379770,0.500630,bellman,21.000000,2,0.000000
manhattan,1,6,1.379770,0.500630,bellman,91.000000,3,0.000000
manhattan,1,7,1.379770,0.500780,bellman,379.000000,4,0.000000
manhattan,2,3,1.317090,0.500430,bellman,1.000000,0,0.000000
manhattan,2,4,1.317090,0.500430,bellman,4.000000,7,0.000000
manhattan,2,5,1.317090,0.500630,bellman,19.000000,2,0.000000
manhattan,2,6,1.317090,0.500630,bellman,88.000000,8,0.000000
manhattan,2,7,1.317090,0.500780,bellman,395.000000,4,0.000000
valencia,0,3,0.419780,0.955070,bellman,1.000000,0,0.000000
valencia,0,4,0.419780,0.955070,bellman,5.000000,5,0.000000
valencia,0,5,0.419780,0.981810,bellman,21.000000,2,0.000000
valencia,0,6,0.419780,0.981810,bellman,93.000000,6,0.000000
valencia,0,7,0.419780,0.984170,bellman,391.000000,4,0.000000
valencia,1,3,0.378800,0.965200,bellman,1.000000,0,0.000000
valencia,1,4,0.378800,0.965200,bellman,5.000000,5,0.000000
valencia,1,5,0.378800,0.986460,bellman,22.000000,2,0.000000
valencia,1,6,0.378800,0.986460,bellman,93.000000,6,0.000000
valencia,1,7,0.378800,0.987920,bellman,385.000000,4,0.000000
valencia,2,3,0.387700,0.962960,bellman,1.000000,0,0.000000
valencia,2,4,0.387700,0.962960,bellman,5.000000,5,0.000000
valencia,2,5,0.387700,0.984120,bellman,22.000000,2,0.000000
valencia,2,6,0.387700,0.984120,bellman,92.000000,6,0.000000
valencia,2,7,0.387700,0.985570,bellman,385.000000,4,0.000000
