hardware,embedding_index,horizon,method,time,result
toronto,0,3,bellman,0.021620,1
toronto,0,3,convex,0.019560,1
toronto,1,1,bellman,0.007720,1
toronto,1,1,convex,0.026100,1
toronto,1,2,bellman,0.016970,1
toronto,1,2,convex,0.022910,1
toronto,1,3,bellman,0.025800,1
toronto,1,3,convex,0.022570,1
toronto,2,1,bellman,0.007080,1
toronto,2,1,convex,0.025690,1
toronto,2,2,bellman,0.016510,1
toronto,2,2,convex,0.022560,1
toronto,2,3,bellman,0.024600,1
toronto,2,3,convex,0.022510,1
toronto,3,1,bellman,0.008120,1
toronto,3,1,convex,0.028650,1
toronto,3,2,bellman,0.018520,1
toronto,3,2,convex,0.025190,1
toronto,3,3,bellman,0.027780,1
toronto,3,3,convex,0.024930,1
valencia,0,1,bellman,0.004140,1
valencia,0,1,convex,0.016370,1
valencia,0,2,bellman,0.009080,1
valencia,0,2,convex,0.012970,1
valencia,0,3,bellman,0.014980,1
valencia,0,3,convex,0.012880,1
valencia,1,1,bellman,0.004120,1
valencia,1,1,convex,0.016910,1
valencia,1,2,bellman,0.009570,1
valencia,1,2,convex,0.013430,1
valencia,1,3,bellman,0.015200,1
valencia,1,3,convex,0.044140,1
vigo,0,1,bellman,0.004220,1
vigo,0,1,convex,0.016110,1
vigo,0,2,bellman,0.009190,1
vigo,0,2,convex,0.012150,1
vigo,0,3,bellman,0.013770,1
vigo,0,3,convex,0.012240,1
vigo,1,1,bellman,0.004150,1
vigo,1,1,convex,0.015670,1
vigo,1,2,bellman,0.009120,1
vigo,1,2,convex,0.012240,1
vigo,1,3,bellman,0.013840,1
vigo,1,3,convex,0.050870,1
washington,0,1,bellman,0.026010,1
washington,0,1,convex,0.082000,1
washington,0,2,bellman,0.057800,1
washington,0,2,convex,0.079100,1
washington,0,3,bellman,0.085510,1
washington,0,3,convex,0.079140,1
washington,1,1,bellman,0.028350,1
washington,1,1,convex,0.088140,1
washington,1,2,bellman,0.062590,1
washington,1,2,convex,0.084750,1
washington,1,3,bellman,0.092940,1
washington,1,3,convex,0.084720,1
washington,2,1,bellman,0.019520,1
washington,2,1,convex,0.051370,1
washington,2,2,bellman,0.038040,1
washington,2,2,convex,0.048330,1
washington,2,3,bellman,0.111500,1
washington,2,3,convex,0.618330,1
washington,3,1,bellman,0.021910,1
washington,3,1,convex,0.056510,1
washington,3,2,bellman,0.041670,1
washington,3,2,convex,0.053620,1
washington,3,3,bellman,0.213390,1
washington,3,3,convex,0.694300,1
yorktown,0,1,bellman,0.004730,1
yorktown,0,1,convex,0.017040,1
yorktown,0,2,bellman,0.009510,1
yorktown,0,2,convex,0.013440,1
yorktown,0,3,bellman,0.015240,1
yorktown,0,3,convex,0.013590,1
perfect_hardware,0,1,bellman,0.001180,1
perfect_hardware,0,1,convex,0.002840,1
perfect_hardware,0,2,bellman,0.001580,1
perfect_hardware,0,2,convex,0.001860,1
perfect_hardware,0,3,bellman,0.001840,1
perfect_hardware,0,3,convex,0.001640,1
