hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
belem,0,3,0.008970,0.744320,convex,12.000000,0,0.000000
belem,1,3,0.007610,0.738180,convex,12.000000,1,0.000000
brooklyn,0,3,0.013400,0.747460,convex,12.000000,2,0.000000
brooklyn,1,3,0.017190,0.720500,convex,13.000000,3,0.000000
burlington,0,3,0.004710,0.744030,convex,11.000000,4,0.000000
burlington,1,3,0.004920,0.736180,convex,13.000000,5,0.000000
fez,0,3,0.037100,0.749240,convex,12.000000,6,0.000000
fez,1,3,0.042100,0.719330,convex,12.000000,7,0.000000
guadalupe,0,3,0.012220,0.747130,convex,12.000000,8,0.000000
guadalupe,1,3,0.010090,0.732280,convex,12.000000,9,0.000000
london,0,3,0.005200,0.745470,convex,11.000000,10,0.000000
london,1,3,0.005030,0.688280,convex,11.000000,11,0.000000
mumbai,0,3,0.009510,0.747080,convex,11.000000,12,0.000000
mumbai,1,3,0.011850,0.716110,convex,12.000000,13,0.000000
osaka,0,3,0.015110,0.748980,convex,12.000000,14,0.000000
osaka,1,3,0.012530,0.542910,convex,13.000000,15,0.000000
oslo,0,3,0.008240,0.747940,convex,11.000000,16,0.000000
oslo,1,3,0.009480,0.741950,convex,11.000000,17,0.000000
paris,0,3,0.015400,0.748200,convex,12.000000,18,0.000000
paris,1,3,0.009160,0.665120,convex,11.000000,19,0.000000
poughkeepsie,0,3,0.007080,0.744570,convex,13.000000,20,0.000000
poughkeepsie,1,3,0.005790,0.683000,convex,13.000000,21,0.000000
