hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
algiers,0,1,6.969080,0.500250,convex,0.000000,0,0.000000
algiers,0,2,6.969080,0.990050,convex,19.000000,1,0.000000
algiers,1,1,8.858060,0.500250,convex,0.000000,0,0.000000
algiers,1,2,8.858060,0.735260,convex,29.000000,2,0.000000
algiers,2,1,12.040140,0.500250,convex,0.000000,0,0.000000
algiers,2,2,12.040140,0.990050,convex,19.000000,1,0.000000
algiers,3,1,11.303330,0.500250,convex,0.000000,0,0.000000
algiers,3,2,11.303330,0.735260,convex,29.000000,2,0.000000
almaden,0,1,6.952250,0.500000,convex,0.000000,3,0.000000
almaden,0,2,6.952250,0.978200,convex,19.000000,4,0.000000
almaden,1,1,6.387820,0.500000,convex,0.000000,3,0.000000
almaden,1,2,6.387820,0.943790,convex,33.000000,5,0.000000
almaden,2,1,7.046570,0.500000,convex,0.000000,3,0.000000
almaden,2,2,7.046570,0.978200,convex,19.000000,4,0.000000
almaden,3,1,6.559400,0.500000,convex,0.000000,3,0.000000
almaden,3,2,6.559400,0.943790,convex,33.000000,5,0.000000
athens,0,1,6.766780,0.500250,convex,0.000000,0,0.000000
athens,0,2,6.766780,0.974330,convex,20.000000,5,0.000000
athens,1,1,6.614960,0.499750,convex,0.000000,6,0.000000
athens,1,2,6.614960,0.974230,convex,20.000000,7,0.000000
auckland,0,1,8.586510,0.500500,convex,0.000000,3,0.000000
auckland,0,2,8.586510,0.989080,convex,20.000000,8,0.000000
auckland,1,1,10.794780,0.500250,convex,0.000000,6,0.000000
auckland,1,2,10.794780,0.982100,convex,20.000000,9,0.000000
auckland,2,1,11.387570,0.500250,convex,0.000000,0,0.000000
auckland,2,2,11.387570,0.989060,convex,20.000000,10,0.000000
belem,0,1,6.773930,0.500250,convex,0.000000,0,0.000000
belem,0,2,6.773930,0.974280,convex,20.000000,11,0.000000
belem,1,1,6.774580,0.500250,convex,0.000000,0,0.000000
belem,1,2,6.774580,0.954900,convex,23.000000,12,0.000000
boeblingen,0,1,7.686000,0.500000,convex,0.000000,3,0.000000
boeblingen,0,2,7.686000,0.960750,convex,20.000000,13,0.000000
boeblingen,1,1,7.674450,0.500000,convex,0.000000,3,0.000000
boeblingen,1,2,7.674450,0.933920,convex,29.000000,14,0.000000
boeblingen,2,1,8.400480,0.500000,convex,0.000000,3,0.000000
boeblingen,2,2,8.400480,0.960750,convex,21.000000,13,0.000000
boeblingen,3,1,9.223770,0.500000,convex,0.000000,3,0.000000
boeblingen,3,2,9.223770,0.933920,convex,30.000000,14,0.000000
bogota,0,1,6.802950,0.500000,convex,0.000000,3,0.000000
bogota,0,2,6.802950,0.965480,convex,20.000000,5,0.000000
bogota,1,1,6.633250,0.499750,convex,0.000000,6,0.000000
bogota,1,2,6.633250,0.925850,convex,34.000000,15,0.000000
brooklyn,0,1,10.489630,0.500000,convex,0.000000,16,0.000000
brooklyn,0,2,10.489630,0.982180,convex,20.000000,17,0.000000
brooklyn,1,1,10.496720,0.500000,convex,0.000000,16,0.000000
brooklyn,1,2,10.496720,0.956630,convex,20.000000,18,0.000000
brooklyn,2,1,13.476420,0.499750,convex,0.000000,6,0.000000
