hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
algiers,0,3,4.400070,0.987560,bellman,1.000000,0,0.000000
algiers,1,3,4.715760,0.985150,bellman,1.000000,0,0.000000
algiers,2,3,4.654290,0.986800,bellman,1.000000,1,0.000000
algiers,3,3,4.824390,0.987950,bellman,1.000000,2,0.000000
algiers,4,3,5.501740,0.968970,bellman,1.000000,3,0.000000
algiers,5,3,5.190490,0.984360,bellman,1.000000,4,0.000000
algiers,6,3,5.864620,0.983930,bellman,1.000000,1,0.000000
algiers,7,3,5.798470,0.967600,bellman,1.000000,5,0.000000
algiers,8,3,6.388530,0.920370,bellman,1.000000,3,0.000000
algiers,9,3,6.399910,0.981220,bellman,1.000000,3,0.000000
algiers,10,3,6.741860,0.984920,bellman,1.000000,4,0.000000
algiers,11,3,6.596960,0.937350,bellman,1.000000,3,0.000000
algiers,12,3,7.176240,0.934660,bellman,1.000000,0,0.000000
algiers,13,3,6.961330,0.984080,bellman,1.000000,6,0.000000
algiers,14,3,7.650820,0.986160,bellman,1.000000,1,0.000000
algiers,15,3,7.662750,0.983860,bellman,1.000000,4,0.000000
algiers,16,3,8.033640,0.980870,bellman,1.000000,4,0.000000
algiers,17,3,7.913830,0.985840,bellman,1.000000,7,0.000000
algiers,18,3,8.452320,0.977940,bellman,1.000000,3,0.000000
algiers,19,3,7.856300,0.988400,bellman,1.000000,1,0.000000
algiers,20,3,8.106090,0.986880,bellman,1.000000,8,0.000000
algiers,21,3,8.627770,0.199340,bellman,1.000000,1,0.000000
algiers,22,3,8.416590,0.979000,bellman,1.000000,3,0.000000
algiers,23,3,9.077550,0.951330,bellman,1.000000,1,0.000000
algiers,24,3,8.734890,0.198170,bellman,1.000000,7,0.000000
algiers,25,3,9.329920,0.196360,bellman,1.000000,4,0.000000
algiers,26,3,9.469300,0.957820,bellman,1.000000,4,0.000000
algiers,27,3,9.817400,0.957830,bellman,1.000000,4,0.000000
algiers,28,3,9.560980,0.941190,bellman,1.000000,1,0.000000
algiers,29,3,10.218800,0.952040,bellman,1.000000,4,0.000000
algiers,30,3,10.082340,0.982370,bellman,1.000000,2,0.000000
algiers,31,3,10.631230,0.982860,bellman,1.000000,4,0.000000
algiers,32,3,10.770700,0.983740,bellman,1.000000,4,0.000000
algiers,33,3,10.993490,0.986520,bellman,1.000000,5,0.000000
algiers,34,3,11.104790,0.960420,bellman,1.000000,3,0.000000
algiers,35,3,10.985490,0.988330,bellman,1.000000,4,0.000000
algiers,36,3,11.345540,0.963590,bellman,1.000000,3,0.000000
almaden,0,3,4.084360,0.971650,bellman,1.000000,1,0.000000
almaden,1,3,4.720760,0.967250,bellman,1.000000,3,0.000000
almaden,2,3,4.406420,0.964910,bellman,1.000000,3,0.000000
almaden,3,3,4.827960,0.966310,bellman,1.000000,8,0.000000
almaden,4,3,5.055930,0.962840,bellman,1.000000,9,0.000000
almaden,5,3,5.265120,0.930560,bellman,1.000000,3,0.000000
almaden,6,3,4.660460,0.965250,bellman,1.000000,0,0.000000
almaden,7,3,5.224150,0.959710,bellman,1.000000,0,0.000000
almaden,8,3,5.307080,0.966560,bellman,1.000000,8,0.000000
almaden,9,3,5.506680,0.946490,bellman,1.000000,10,0.000000
almaden,10,3,5.688240,0.959810,bellman,1.000000,1,0.000000
almaden,11,3,5.250520,0.931920,bellman,1.000000,3,0.000000
almaden,12,3,5.737200,0.907260,bellman,1.000000,8,0.000000
almaden,13,3,6.057850,0.853210,bellman,1.000000,0,0.000000
almaden,14,3,5.564680,0.914150,bellman,1.000000,0,0.000000
almaden,15,3,6.063240,0.923110,bellman,1.000000,0,0.000000
almaden,16,3,5.729980,0.944990,bellman,1.000000,4,0.000000
almaden,17,3,6.153940,0.939170,bellman,1.000000,11,0.000000
almaden,18,3,6.369910,0.955600,bellman,1.000000,7,0.000000
almaden,19,3,6.673580,0.954480,bellman,1.000000,4,0.000000
almaden,20,3,6.479010,0.967700,bellman,1.000000,4,0.000000
almaden,21,3,6.846220,0.973320,bellman,1.000000,10,0.000000
almaden,22,3,6.453420,0.914080,bellman,1.000000,4,0.000000
almaden,23,3,7.196150,0.913610,bellman,1.000000,4,0.000000
almaden,24,3,6.672270,0.962080,bellman,1.000000,3,0.000000
almaden,25,3,7.157620,0.962790,bellman,1.000000,8,0.000000
almaden,26,3,7.352720,0.962790,bellman,1.000000,9,0.000000
almaden,27,3,7.676560,0.966430,bellman,1.000000,0,0.000000
almaden,28,3,6.916440,0.966200,bellman,1.000000,0,0.000000
almaden,29,3,7.736640,0.955940,bellman,1.000000,3,0.000000
almaden,30,3,7.616930,0.961160,bellman,1.000000,8,0.000000
almaden,31,3,7.920700,0.948530,bellman,1.000000,9,0.000000
almaden,32,3,8.097560,0.959130,bellman,1.000000,0,0.000000
almaden,33,3,7.766810,0.966930,bellman,1.000000,0,0.000000
almaden,34,3,7.907450,0.959020,bellman,1.000000,3,0.000000
almaden,35,3,8.130970,0.957470,bellman,1.000000,0,0.000000
geneva,0,3,4.472580,0.984160,bellman,1.000000,0,0.000000
geneva,1,3,4.862900,0.979500,bellman,1.000000,0,0.000000
geneva,2,3,4.775220,0.989630,bellman,1.000000,4,0.000000
geneva,3,3,4.916710,0.984060,bellman,1.000000,8,0.000000
geneva,4,3,5.712270,0.984800,bellman,1.000000,0,0.000000
geneva,5,3,5.220220,0.990300,bellman,1.000000,1,0.000000
geneva,6,3,5.990610,0.985160,bellman,1.000000,1,0.000000
geneva,7,3,5.968690,0.988290,bellman,1.000000,10,0.000000
geneva,8,3,6.518740,0.990370,bellman,1.000000,4,0.000000
geneva,9,3,6.345500,0.984640,bellman,1.000000,4,0.000000
geneva,10,3,6.790970,0.986410,bellman,1.000000,4,0.000000
geneva,11,3,6.522410,0.989190,bellman,1.000000,4,0.000000
geneva,12,3,7.207090,0.986610,bellman,1.000000,3,0.000000
geneva,13,3,6.890190,0.990490,bellman,1.000000,6,0.000000
geneva,14,3,7.572550,0.988900,bellman,1.000000,3,0.000000
geneva,15,3,7.513260,0.986480,bellman,1.000000,0,0.000000
geneva,16,3,7.851400,0.938730,bellman,1.000000,1,0.000000
geneva,17,3,7.750330,0.981700,bellman,1.000000,9,0.000000
geneva,18,3,8.141320,0.968650,bellman,1.000000,3,0.000000
geneva,19,3,7.800990,0.983320,bellman,1.000000,0,0.000000
geneva,20,3,7.961780,0.952210,bellman,1.000000,2,0.000000
