hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
athens,0,3,0.009080,0.747400,convex,14.000000,0,0.000000
athens,1,3,0.010560,0.743450,convex,14.000000,1,0.000000
auckland,0,3,0.013070,0.749340,convex,14.000000,2,0.000000
auckland,1,3,0.016790,0.744900,convex,14.000000,3,0.000000
brisbane,0,3,0.019360,0.748730,convex,14.000000,4,0.000000
brisbane,1,3,0.046990,0.601880,convex,16.000000,5,0.000000
essex,0,3,0.005760,0.741090,convex,15.000000,6,0.000000
essex,1,3,0.005990,0.732900,convex,15.000000,7,0.000000
kyiv,0,3,0.008980,0.749750,convex,10.000000,8,0.000000
kyiv,1,3,0.054340,0.636470,convex,17.000000,9,0.000000
perth,0,3,0.011300,0.745490,convex,14.000000,10,0.000000
perth,1,3,0.010500,0.737280,convex,15.000000,11,0.000000
prague,0,3,0.020860,0.748200,convex,14.000000,12,0.000000
prague,1,3,0.016200,0.715050,convex,15.000000,13,0.000000
santiago,0,3,0.010510,0.747400,convex,14.000000,0,0.000000
santiago,1,3,0.009550,0.745190,convex,14.000000,14,0.000000
singapore,0,3,0.008390,0.745970,convex,14.000000,15,0.000000
singapore,1,3,0.007440,0.721300,convex,14.000000,16,0.000000
sydney,0,3,0.013470,0.747670,convex,15.000000,17,0.000000
sydney,1,3,0.016170,0.709000,convex,14.000000,18,0.000000
perfect_hardware,0,3,0.002730,0.750000,convex,6.000000,19,0.000000
