hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
belem,0,8,0.000950,0.999850,bellman,26.000000,0,0.000000
belem,0,9,0.000950,0.999900,bellman,78.000000,1,0.000000
belem,1,8,0.001050,0.999970,bellman,26.000000,2,0.000000
belem,1,9,0.001050,0.999990,bellman,79.000000,1,0.000000
brooklyn,0,8,0.001450,0.999990,bellman,26.000000,3,0.000000
brooklyn,0,9,0.001450,1.000000,bellman,79.000000,1,0.000000
brooklyn,1,8,0.001800,0.997120,bellman,26.000000,0,0.000000
brooklyn,1,9,0.001800,0.998170,bellman,79.000000,1,0.000000
guadalupe,0,8,0.001140,0.999450,bellman,25.000000,0,0.000000
guadalupe,0,9,0.001140,0.999590,bellman,77.000000,1,0.000000
guadalupe,1,8,0.001310,1.000000,bellman,25.000000,3,0.000000
guadalupe,1,9,0.001310,1.000000,bellman,77.000000,1,0.000000
