hardware,embedding_index,horizon,method,time,result
quito,1,6,bellman,0.100760,0
quito,1,7,bellman,0.179690,0
quito,2,3,bellman,0.024660,0
quito,2,4,bellman,0.029130,0
quito,2,5,bellman,0.055850,0
quito,2,6,bellman,0.061370,0
quito,2,7,bellman,0.183390,0
hanoi,0,3,bellman,0.042560,0
hanoi,0,4,bellman,0.051430,0
hanoi,0,5,bellman,0.082660,0
hanoi,0,6,bellman,0.091650,0
hanoi,0,7,bellman,0.239390,0
hanoi,1,3,bellman,0.044180,0
hanoi,1,4,bellman,0.154920,0
hanoi,1,5,bellman,0.083930,0
hanoi,1,6,bellman,0.434510,0
hanoi,1,7,bellman,0.243440,0
hanoi,2,3,bellman,0.046070,0
hanoi,2,4,bellman,0.055590,0
hanoi,2,5,bellman,0.086060,0
hanoi,2,6,bellman,0.096690,0
hanoi,2,7,bellman,0.247280,0
ourense,0,3,bellman,0.022440,0
ourense,0,4,bellman,0.026360,0
ourense,0,5,bellman,0.052580,0
ourense,0,6,bellman,0.056920,0
ourense,0,7,bellman,0.175430,0
ourense,1,3,bellman,0.023660,0
ourense,1,4,bellman,0.027820,0
ourense,1,5,bellman,0.054090,0
ourense,1,6,bellman,0.059130,0
ourense,1,7,bellman,0.179790,0
ourense,2,3,bellman,0.024610,0
ourense,2,4,bellman,0.035780,0
ourense,2,5,bellman,0.055850,0
ourense,2,6,bellman,0.102870,0
ourense,2,7,bellman,0.182850,0
washington,0,3,bellman,0.035960,0
washington,0,4,bellman,0.042440,0
washington,0,5,bellman,0.071040,0
washington,0,6,bellman,0.078990,0
washington,0,7,bellman,0.216070,0
washington,1,3,bellman,0.037960,0
washington,1,4,bellman,0.129400,0
washington,1,5,bellman,0.075080,0
washington,1,6,bellman,0.367130,0
washington,1,7,bellman,0.224970,0
washington,2,3,bellman,0.163780,0
washington,2,4,bellman,0.208930,0
washington,2,5,bellman,0.262370,0
washington,2,6,bellman,0.298360,0
washington,2,7,bellman,0.772550,0
auckland,0,3,bellman,0.035890,0
auckland,0,4,bellman,0.121920,0
auckland,0,5,bellman,0.074200,0
auckland,0,6,bellman,0.360320,0
auckland,0,7,bellman,0.219140,0
auckland,1,3,bellman,0.047660,0
auckland,1,4,bellman,0.057520,0
auckland,1,5,bellman,0.089130,0
auckland,1,6,bellman,0.099630,0
auckland,1,7,bellman,0.261380,0
essex,0,3,bellman,0.023840,0
essex,0,4,bellman,0.027940,0
essex,0,5,bellman,0.054200,0
essex,0,6,bellman,0.058620,0
essex,0,7,bellman,0.179620,0
essex,1,3,bellman,0.024770,0
essex,1,4,bellman,0.029160,0
essex,1,5,bellman,0.055910,0
essex,1,6,bellman,0.060350,0
essex,1,7,bellman,0.184270,0
essex,2,3,bellman,0.025370,0
essex,2,4,bellman,0.029970,0
essex,2,5,bellman,0.057010,0
essex,2,6,bellman,0.061990,0
essex,2,7,bellman,0.185310,0
manila,0,3,bellman,0.022750,0
manila,0,4,bellman,0.026410,0
manila,0,5,bellman,0.052800,0
manila,0,6,bellman,0.061370,0
manila,0,7,bellman,0.182260,0
manila,1,3,bellman,0.023850,0
manila,1,4,bellman,0.078290,0
manila,1,5,bellman,0.054230,0
manila,1,6,bellman,0.235840,0
manila,1,7,bellman,0.180560,0
manila,2,3,bellman,0.025750,0
manila,2,4,bellman,0.030180,0
manila,2,5,bellman,0.056680,0
manila,2,6,bellman,0.062060,0
manila,2,7,bellman,0.186930,0
montreal,0,3,bellman,0.037570,0
montreal,0,4,bellman,0.043850,0
montreal,0,5,bellman,0.072890,0
montreal,0,6,bellman,0.081250,0
montreal,0,7,bellman,0.221310,0
montreal,1,3,bellman,0.049110,0
montreal,1,4,bellman,0.061130,0
montreal,1,5,bellman,0.088540,0
montreal,1,6,bellman,0.146470,0
montreal,1,7,bellman,0.256160,0
london,0,3,bellman,0.022400,0
london,0,4,bellman,0.026400,0
london,0,5,bellman,0.052560,0
london,0,6,bellman,0.057360,0
london,0,7,bellman,0.176310,0
london,1,3,bellman,0.022920,0
london,1,4,bellman,0.034020,0
london,1,5,bellman,0.053780,0
london,1,6,bellman,0.102150,0
london,1,7,bellman,0.179300,0
london,2,3,bellman,0.024800,0
london,2,4,bellman,0.029190,0
london,2,5,bellman,0.055990,0
london,2,6,bellman,0.060810,0
london,2,7,bellman,0.183490,0
mumbai,0,3,bellman,0.023550,0
mumbai,0,4,bellman,0.034700,0
mumbai,0,5,bellman,0.053930,0
mumbai,0,6,bellman,0.100370,0
mumbai,0,7,bellman,0.178770,0
mumbai,1,3,bellman,0.037990,0
mumbai,1,4,bellman,0.133020,0
mumbai,1,5,bellman,0.077200,0
mumbai,1,6,bellman,0.384660,0
mumbai,1,7,bellman,0.231060,0
mumbai,2,3,bellman,0.039990,0
mumbai,2,4,bellman,0.051660,0
mumbai,2,5,bellman,0.076740,0
mumbai,2,6,bellman,0.139260,0
mumbai,2,7,bellman,0.225080,0
geneva,0,3,bellman,0.040950,0
geneva,0,4,bellman,0.054850,0
geneva,0,5,bellman,0.079360,0
geneva,0,6,bellman,0.132300,0
geneva,0,7,bellman,0.231290,0
geneva,1,3,bellman,0.043140,0
geneva,1,4,bellman,0.051950,0
geneva,1,5,bellman,0.082510,0
geneva,1,6,bellman,0.092740,0
