hardware,embedding_index,horizon,method,time,result
valencia,0,2,convex,0.003740,1
valencia,0,3,convex,0.008580,1
valencia,1,1,convex,0.002020,1
valencia,1,2,convex,0.003870,1
valencia,1,3,convex,0.009060,1
vigo,0,1,convex,0.001950,1
vigo,0,2,convex,0.003640,1
vigo,0,3,convex,0.008530,1
vigo,1,1,convex,0.002010,1
vigo,1,2,convex,0.003720,1
vigo,1,3,convex,0.008740,1
washington,0,1,convex,0.003680,1
washington,0,2,convex,0.005130,1
washington,0,3,convex,0.033020,1
washington,1,1,convex,0.003900,1
washington,1,2,convex,0.010610,1
washington,1,3,convex,0.028230,1
yorktown,0,1,convex,0.002000,1
yorktown,0,2,convex,0.003830,1
yorktown,0,3,convex,0.008900,1
yorktown,1,1,convex,0.001990,1
yorktown,1,2,convex,0.006190,1
yorktown,1,3,convex,0.010780,1
perfect_hardware,0,1,convex,0.001560,1
perfect_hardware,0,2,convex,0.001870,1
perfect_hardware,0,3,convex,0.002690,1
