hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
johannesburg,0,3,0.145600,0.500000,bellman,2.000000,0,0.000000
johannesburg,0,4,0.145600,0.952230,bellman,9.000000,1,0.000000
johannesburg,0,5,0.145600,0.952230,bellman,46.000000,2,0.000000
johannesburg,0,6,0.145600,0.967780,bellman,214.000000,3,0.000000
johannesburg,0,7,0.145600,0.967780,bellman,934.000000,4,0.000000
johannesburg,1,3,0.151420,0.500000,bellman,2.000000,5,0.000000
johannesburg,1,4,0.151420,0.938510,bellman,10.000000,1,0.000000
johannesburg,1,5,0.151420,0.938510,bellman,49.000000,6,0.000000
johannesburg,1,6,0.151420,0.953590,bellman,214.000000,3,0.000000
johannesburg,1,7,0.151420,0.953590,bellman,938.000000,7,0.000000
johannesburg,2,3,0.204000,0.500000,bellman,2.000000,8,0.000000
johannesburg,2,4,0.204000,0.807380,bellman,10.000000,1,0.000000
johannesburg,2,5,0.204000,0.807380,bellman,47.000000,2,0.000000
johannesburg,2,6,0.204000,0.895210,bellman,215.000000,3,0.000000
johannesburg,2,7,0.204000,0.895210,bellman,934.000000,4,0.000000
rome,0,3,0.111200,0.500000,bellman,2.000000,9,0.000000
rome,0,4,0.111200,0.965680,bellman,10.000000,1,0.000000
rome,0,5,0.111200,0.965680,bellman,47.000000,2,0.000000
rome,0,6,0.111200,0.987230,bellman,211.000000,3,0.000000
rome,0,7,0.111200,0.987230,bellman,990.000000,4,0.000000
rome,1,3,0.124270,0.500000,bellman,2.000000,9,0.000000
rome,1,4,0.124270,0.962220,bellman,12.000000,1,0.000000
rome,1,5,0.124270,0.962220,bellman,51.000000,2,0.000000
rome,1,6,0.124270,0.981580,bellman,239.000000,3,0.000000
rome,1,7,0.124270,0.981580,bellman,1050.000000,4,0.000000
rome,2,3,0.112830,0.500000,bellman,2.000000,8,0.000000
rome,2,4,0.112830,0.954800,bellman,11.000000,1,0.000000
rome,2,5,0.112830,0.954800,bellman,54.000000,2,0.000000
rome,2,6,0.112830,0.981350,bellman,240.000000,3,0.000000
rome,2,7,0.112830,0.981350,bellman,1049.000000,4,0.000000
