hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
belem,0,1,8.202790,0.500250,convex,0.000000,0,0.000000
belem,0,2,8.202790,0.974280,convex,2.000000,1,0.000000
belem,1,1,8.193050,0.500250,convex,0.000000,0,0.000000
belem,1,2,8.193050,0.954900,convex,3.000000,2,0.000000
brooklyn,0,1,12.713220,0.500000,convex,0.000000,3,0.000000
brooklyn,0,2,12.713220,0.982180,convex,2.000000,4,0.000000
brooklyn,1,1,12.732670,0.500000,convex,0.000000,3,0.000000
brooklyn,1,2,12.732670,0.956630,convex,2.000000,5,0.000000
brooklyn,2,1,16.272680,0.499750,convex,0.000000,6,0.000000
brooklyn,2,2,16.272680,0.982160,convex,2.000000,7,0.000000
brooklyn,3,1,16.302840,0.499750,convex,0.000000,6,0.000000
brooklyn,3,2,16.302840,0.956610,convex,2.000000,8,0.000000
burlington,0,1,6.783680,0.500000,convex,0.000000,9,0.000000
burlington,0,2,6.783680,0.973350,convex,3.000000,8,0.000000
burlington,1,1,6.765880,0.499750,convex,0.000000,6,0.000000
burlington,1,2,6.765880,0.964500,convex,3.000000,8,0.000000
guadalupe,0,1,11.287820,0.500000,convex,0.000000,9,0.000000
guadalupe,0,2,11.287820,0.977250,convex,2.000000,10,0.000000
guadalupe,1,1,11.464350,0.500250,convex,0.000000,0,0.000000
guadalupe,1,2,11.464350,0.975200,convex,2.000000,11,0.000000
guadalupe,2,1,9.946880,0.500250,convex,0.000000,6,0.000000
guadalupe,2,2,9.946880,0.977270,convex,2.000000,12,0.000000
guadalupe,3,1,10.453950,0.500500,convex,0.000000,9,0.000000
guadalupe,3,2,10.453950,0.975210,convex,2.000000,13,0.000000
london,0,1,6.809680,0.500000,convex,0.000000,9,0.000000
london,0,2,6.809680,0.958580,convex,3.000000,14,0.000000
london,1,1,6.870820,0.500000,convex,0.000000,9,0.000000
london,1,2,6.870820,0.976210,convex,2.000000,11,0.000000
mumbai,0,1,12.574600,0.500250,convex,0.000000,0,0.000000
mumbai,0,2,12.574600,0.981130,convex,2.000000,7,0.000000
mumbai,1,1,9.122010,0.500000,convex,0.000000,9,0.000000
mumbai,1,2,9.122010,0.968350,convex,2.000000,10,0.000000
mumbai,2,1,13.019360,0.500250,convex,0.000000,0,0.000000
mumbai,2,2,13.019360,0.981130,convex,2.000000,7,0.000000
mumbai,3,1,11.343420,0.500000,convex,0.000000,9,0.000000
mumbai,3,2,11.343420,0.968350,convex,2.000000,10,0.000000
oslo,0,1,8.948730,0.499750,convex,0.000000,6,0.000000
oslo,0,2,8.948730,0.986050,convex,2.000000,15,0.000000
oslo,1,1,8.519410,0.500000,convex,0.000000,9,0.000000
oslo,1,2,8.519410,0.988060,convex,2.000000,16,0.000000
oslo,2,1,8.842320,0.499750,convex,0.000000,6,0.000000
oslo,2,2,8.842320,0.986050,convex,2.000000,15,0.000000
paris,0,1,14.679910,0.500250,convex,0.000000,0,0.000000
paris,0,2,14.679910,0.986050,convex,2.000000,16,0.000000
paris,1,1,14.681110,0.500000,convex,0.000000,9,0.000000
paris,1,2,14.681110,0.964250,convex,2.000000,17,0.000000
paris,2,1,13.142360,0.500250,convex,0.000000,0,0.000000
paris,2,2,13.142360,0.986050,convex,2.000000,16,0.000000
paris,3,1,8.842440,0.500000,convex,0.000000,9,0.000000
paris,3,2,8.842440,0.964250,convex,2.000000,17,0.000000
poughkeepsie,0,1,9.933230,0.500000,convex,0.000000,9,0.000000
poughkeepsie,0,2,9.933230,0.955880,convex,3.000000,18,0.000000
poughkeepsie,1,1,9.644440,0.500000,convex,0.000000,9,0.000000
poughkeepsie,1,2,9.644440,0.835510,convex,5.000000,19,0.000000
poughkeepsie,2,1,9.608260,0.500000,convex,0.000000,9,0.000000
poughkeepsie,2,2,9.608260,0.955880,convex,3.000000,18,0.000000
